beck_dmm_id,beck_greek_lemma,beck_latin_lemma,beck_degree,berendes_teitok_ids,berendes_chapter_keys,berendes_terms,desmoulins_pages,laguna_pages,wechel_pages,mattioli_chapters
DMM4079,σμῖλαξ,Yew,1,e-661,4.80,Eibe,590,427,276,4.75
DMM4080,ἀπόκυνον,Dogbane,1,e-662,4.81,Hundsw?rger,590,428,276,4.76
DMM4081,νήριον,Oleander,1,e-663,4.82,Oleander,591,429,277,4.77
DMM4082,μύκητες,Mushrooms,1,e-664,4.83,Pilze,592,429,277,4.78
DMM4083,Κολχικόν,Meadow saffron,1,e-665,4.84,Zeitlose,593,430,278,4.79
DMM4084,ἐφήμερον,Ephemeron,1,e-666,4.85,Ephemeron,594,431,278,4.80
DMM4085,ἐλξίνη,Pellitory,1,e-667,4.86,Glaskraut,596,431,278,4.81
DMM4086,ἀλσίνη,Lichwort,1,,,,,,,
DMM4087,φακὸς ὁ ἐπὶ τῶν τελμάτων,Duckweed,1,e-668,4.87,Wasserlinse,597,433,279,4.83
DMM4088,ἀείζῳον μέγα,Houseleek,1,e-669,4.88,Grosse Hauswurz,598,433,279,4.84
DMM4089,ἀείζῳον τὸ μικρόν,Houseleek,1,e-670,4.89,Kleine Hauswurz,598,434,280,4.85; 4.86
DMM4090,τρίτον εἶδος ἀείζῳον,Stonecrop,1,e-671,4.91,Andere Hauswurz,598,436,280,4.88
DMM4091,κοτυληδών,Navelwort,1,e-672,4.90,Nabelblatt,600,435,280,4.87
DMM4092,ἕτερον εἶδος κοτυληδόνος,Another kind of navelwort,1,e-673,4.91,Anderes Nabelkraut,600,436,280,4.88
DMM4093,ἀκαλήφη,Stinging nettle,1,e-674,4.92,Nessel,601,436,281,4.89
DMM4094,γαλήοψις,Brownwort,1,e-675,4.93,Galiopsis,602,437,281,4.90
DMM4095,γάλιον,Bedstraw,1,e-676,4.94,Labkraut,603,438,282,4.91
DMM4096,ἠριγέρων,Groundsel,1,e-677,4.95,Kreuzwurz,604,439,282,4.92
DMM4097,θαλίητρον,Meadow,1,e-678,4.96,Wiesenraute,604,439,282,4.93
DMM4098,βρύον θαλάσσιον,Sea lettuce,1,e-679,4.97,Meerlattich,605,440,283,4.94
DMM4099,φῦκος,Seaweed,1,e-680,4.98,Meertang,605,440,283,4.95
DMM4100,ποταμογείτων,Pondweed,1,e-681,4.99,Laichkraut,606,440,283,4.96
DMM4101,στρατιώτης ὁ ἐπὶ τῶν ὑδάτων,Water lettuce,1,e-682,4.100,Stratiotes,607,441,283,4.97
DMM4102,στρατιώτης ὁ χιλιόφυλλος,Yarrow or Milfoil,1,e-683,4.101,Tausendbl?tteriger Stratiotes,607,441,283,4.98
DMM4103,φλόμος,Mullein,1,e-684,4.102,K?nigskerze,608,441,284,4.99
DMM4104,Αἰθιοπίς,Silver sage,1,e-685,4.103,Aithiopis,611,443,285,4.100
DMM4105,ἄρκτιον,Bearwort,1,e-686,4.104,Arktion,612,444,285,4.101
DMM4106,ἄρκιον,Burdock,1,e-687,4.105,Klette,612,444,285,4.102
DMM4107,πετασῖτις,Butterbur,1,e-688,4.106,Petasites,613,445,286,4.103
DMM4108,ἐπιπακτίς,Rupturewort,1,e-689,4.107,Epipaktis,613,446,286,4.104
DMM4109,καπνὸς ὁ ἐν ταῖς κριθαῖς φυόμενος,Fumitory,1,e-690,4.108,Erdrauch,614,446,286,4.105
DMM4110,λωτὸς ὁ ἐν τοῖς παραδείσοις φυόμενος,Italian melilot,1,e-691,4.109,Gebauter Lotos,615,447,286,4.106
DMM4111,λωτὸς ἄγριος,Wild fenugreek,1,e-692,4.110,Wilder Lotos,615,447,286,4.107
DMM4112,κύτισος,Tree medick,1,e-693,4.111,Schneckenklee,616,448,286,4.108
DMM4113,λωτὸς ὁ ἐν Αἰγύπτῳ γεννώμενος,Egyptian lotus,1,e-694,4.112,Aegyptischer Lotos,617,448,287,4.109
DMM4114,μυριόφυλλον,Water milfoil,1,e-695,4.113,Tausendblatt,618,448,287,4.110
DMM4115,μυρρίς,Sweet cicely,1,e-696,4.114,K?rbel,619,449,287,4.111
DMM4116,μύαγρον,Ball mustard,1,e-697,4.115,Myagros,620,450,288,4.112
DMM4117,ὀνάγρα,Oleander,1,e-698,4.116,Weidenr?schen,620,450,288,4.113
DMM4118,κρίσσιον,Thistle,1,e-699,4.117,Kirsion,621,450,288,4.114
DMM4119,ἀστὴρ Ἀττικός,Blue daisy,1,e-700,4.118,Attische Aster,621,451,288,4.115
DMM4120,ἰσόπυρον,Fumitory,1,e-701,4.119,Isopyron,623,452,289,4.116
DMM4121,ἴον,Violet,1,e-702,4.120,Veilchen,623,453,289,4.117
DMM4122,κακκαλία,Caccalia,1,e-703,4.121,Kakalia,625,453,289,4.118
DMM4123,βούνιον,Earthnut,1,e-704,4.122,Bunion,625,454,289,4.119
DMM4124,ψευδοβούνιον,Cretan pimpinel,1,e-705,4.123,Pseudobunion,625,454,290,4.120
DMM4125,χαμαίκισσος,Ground ivy,1,e-706,4.124,Chamaikissos,625,454,290,4.121
DMM4126,χαμαιπεύκη,Fishbone thistle,1,e-707,4.125,Chamaipeuke,626,454,290,4.122
DMM4127,βούγλωσσον,Bugloss,1,e-708,4.126,Italienische Ochsenzunge,626,455,290,4.123
DMM4128,φύτευμα,Montpellier rocket,1,e-710,4.128,Phyteuma,628,456,291,4.125
DMM4129,ὑπόγλωσσον,Horse tongue,1,e-712,4.130,Hypoglosson,629,457,291,4.127
DMM4130,ἀντίρρινον,Calf' s snout,1,e-713,4.131,L?wenmaul,630,457,291,4.128
DMM4131,κατανάγκη,Vetch,1,e-714,4.132,Katananka,631,458,291,4.129
DMM4132,τριπόλιον,Sea starwort,1,e-715,4.133,Tripolion,631,458,292,4.130
DMM4133,κῆμος,Cemos,1,,,,,,,
DMM4134,ἀδίαντον,Maidenhair,1,e-716,4.134,Frauenhaar,632,458,292,4.131
DMM4135,τριχομανές,Waterwort,1,e-717,4.135,Streifenfarn,632,459,293,4.132
DMM4136,ξάνθιον,Broad-leaved burweed,1,e-718,4.136,Spitzklee,633,460,293,4.133
DMM4137,αἰγίλωψ,Haver grass,1,e-719,4.137,Aigilops,634,460,293,4.134
DMM4138,γλαύξ,Wart cress,1,e-720,4.138,Bromos,635,460,294,4.135
DMM4139,πολύγαλον,Milkwort,1,e-721,4.139,Glaux,635,461,294,4.136
DMM4140,ὄσιρις,Poet’s cassia,1,e-722,4.140,Kreuzblume,636,461,294,4.137
DMM4141,ἐχῖνος,Echinos,1,e-723,4.141,Osyris,636,461,294,4.138
DMM4142,μῖλαξ τραχεῖα,Rough bindweed,1,e-724,4.142,Rauher Smilax,636,462,294,4.139
DMM4143,μῖλαξ λεία,Great bindweed,1,e-725,4.143,Glatter Smilax,637,462,295,4.140
DMM4144,μυρσίνη ἀγρία,Butcher’s broom,1,e-726,4.144,Stechmyrte,638,463,295,4.141
DMM4145,δάφνη Ἀλεξάνδρεια,Daphne,1,e-727,4.145,Alexandrinische Daphne,639,464,295,4.142
DMM4146,δαφνοειδές,Spurge laurel,1,e-728,4.146,Daphnoides,640,465,296,4.143
DMM4147,χαμαιδάφνη,Chamaidaphne,1,e-729,4.147,Chamaidaphne,640,465,296,4.144
DMM4148,ἐλλέβορος,White hellebore,1,e-730,4.148,Weisse Nieswurz,641,465,296,4.145
DMM4149,σησαμοειδὲς τὸ μέγα,Bastard rocket,1,e-732,4.150,Grosses Sesamoeides,645,468,299,4.147
DMM4150,σίκυς ἄγριος,Squirting cu- cumber,1,e-734,4.152,Wilde Gurke,645,468,299; 300,4.149; 4.150
DMM4151,ἡμέρου σικύου ἡ ῥιζα,Root of the cultivated cucumber,1,e-735,4.155,Elaterion,646,473,303,4.152
DMM4152,σταφὶς ἁγρία,Stavesacre,1,e-736,4.153,Scharfer Rittersporn,647,471,301,
DMM4153,θαψία,Deadly carrot,1,e-737,4.154,Thapsia,648,471,302,4.151
DMM4154,σπάρτιον,Spanish broom,1,e-738,4.155,Pfriemen,649,473,303,4.152
DMM4155,σίλλυβον,Milk thistle,1,e-739,4.156,Mariendistel,650,474,304,4.153
DMM4156,βολβός ὁ ἐμετικός,Narcissus tazetta,1,,,,,,,
DMM4157,βάλανος μυρεψική,Moringa sp. Ben,1,e-740,4.157,Salbeneichel,650,474,304,4.154
DMM4158,νάρκισσος,Narcissus,1,e-741,4.158,Narzisse,653,475,304,4.155
DMM4159,ἱπποφαές,Spurge,1,e-742,4.159,Stachelige Wolfsmilch,655,476,305,4.156
DMM4160,ἱππόφαιστον,Hippophaiston,1,e-743,4.160,Hippophaiston,655,476,305,4.157
DMM4161,κίκι,Castor oil tree,1,e-744,4.161,Wunderbaum,656,477,306,4.158
DMM4162,ἐλλέβορος ὁ μέλας,Black hellebore,1,,,,,,,
DMM4163,σεσαμοειδὲς τὸ μικρόν,Purple rock,1,,,,,,,
DMM4164,τιθύμαλλος,Euphorbia L. sp. Spurge,1,e-745,4.162,Wolfsmilcharten,656,477,306; 308,4.159
DMM4165,πιτυούσα,Quacksalver’s spurge,1,e-746,4.163,Pityusa,660,481,309,4.160
DMM4166,λαθυρίς,Caper spurge,1,e-747,4.164,Lathyris,660,482,309,4.161
DMM4167,πέπλος,Wartweed,1,e-748,4.165,Peplos,661,483,310,4.162
DMM4168,πεπλίς,Wild purslane,1,e-749,4.166,Peplis,661,483,310,4.163
DMM4169,χαμαισύκη,Thyme spurge,1,e-750,4.167,Erdfeige,662,484,311,4.164
DMM4170,σκαμμωνία,Scam mony,1,e-751,4.168,Purgirwinde,662,484,311,4.165
DMM4171,χαμελαία,Spurge olive,1,e-752,4.169,Bergseidelbast,663,485,312,4.166
DMM4172,θυμελαία ἢ χαμελαία,Spurge flax,1,e-753,4.170,S?dlicher Seidelbast,663,486,313,4.167
DMM4173,ἀκτῆ,Elder,1,e-754,4.171,Hollunder,664,486,313,4.168
DMM4174,πυκνόκομον,Motherwort,1,e-756,4.173,Pyknokomon,667,488,314,4.169
DMM4175,ἄπιος,Tuberous spurge,1,e-757,4.174,Birnwolfsmilch,667,488,315,4.170
DMM4176,κολόκυνθα ἀγρία,Colocynth,1,e-758,4.175,Koloquinthe,668,489,315,4.171
DMM4177,ἐπίθυμον,Epithymon,1,e-759,4.176,Flachsseide,668,490,316,4.172
DMM4178,ἄλυπον,Herb terrible,1,e-760,4.177,Alypon,671,491,316,4.173
DMM4179,ἔμπετρον,Sea heath,1,e-761,4.178,Empetron,671,491,316,4.174
DMM4180,κληματίς,Traveler’s joy,1,e-762,4.179,Klematis,671,,316,
DMM4181,ἄμπελος ἀγρία,Wild grapevine,1,e-763,4.180,Wilde Rebe,672,492,317,4.175
DMM4182,ἄμπελος λευκή,Bryony,1,e-764,4.181,Weisse Rebe,672,493,317,4.176
DMM4183,ἄμπελος μέλαινα,Black bryony,1,e-765,4.182,Schwarze Rebe,673,493,318,4.177
DMM4184,πετρίς,Male fern,1,e-766,4.183,Wurmfarn,675,494,318,4.178
DMM4185,θηλυπτερίς,Bracken,1,e-767,4.184,Saumfarn,675,495,319,4.179
DMM4186,πολυπόδιον,Polypody,1,e-768,4.185,T?pfelfarn,676,495,319,4.180
DMM4187,δρυπτερίς,Black oak fern,1,e-769,4.186,Eichenfarn,677,496,320,4.181
DMM4188,κνῆκος,Safflower,1,e-770,4.187,Saflor,678,497,320,4.182
DMM4189,λινόζωστις,Mercury,1,e-771,4.188,Bingelkraut,678,497,320,4.183
DMM4190,ἡλιοτρόπιον τὸ μέγα,Large heliotrope,1,e-773,4.190,Grosses Heliotropion,680,499,321,4.185
DMM4191,ἡλιοτρόπιον τὸ μικρόν,Small heliotrope,1,e-774,4.191,Kleines Heliotropion,680,500,322,4.186
DMM4192,σκορπιοειδές,Scorpionwort,1,e-775,4.192,Skorpionskraut,682,501,322,4.187
DMM5001,ἄμπελος οἰνοφόρος,Grapevine,1,e-777,5.1,Weinstock,689,502,323,5.1
DMM5002,ἄμπελος ἀγρία,Wild grapevine,1,e-778,5.2,Wilder Weinstock,689,505,323,5.2
DMM5003,σταφυλή,Grape,1,e-779,5.3,Weintraube,689,506,323,5.3
DMM5004,οἰνάνθη,Oinanthe,1,e-781,5.5,Oinanthe (Frucht des wilden Weinstockes),691,507,324,5.5
DMM5005,ὀμφάκιον,Omphacion,1,e-782,5.6,Omphakion,691,507,325,5.6
DMM5006,οἶνοι,Wines,1,e-783,5.7,Die Eigenschaft der Weine nach ihrem Alter,692,508,325,5.7
DMM5007,μελιλίτης,Melitites,1,e-791,5.15,Honigwein,695,511,330,5.11
DMM5008,οἰνόμελι,Wine and honey mixture,1,e-792,5.16,Oinomeli,695,511,330,5.12
DMM5009,μελίκρατον,Mixture of honey and water = Hydromel,1,e-793,5.17,Melikraton,695,512,331,5.13
DMM5010,ὕδωρ,Water,1,e-794,5.18,Wasser,696,512,331,5.14
DMM5011,θαλάττιον ὕδωρ,Seawater,1,e-795,5.19,Meerwasser,697,512,332,5.15
DMM5012,θαλασσόμελι,Seawater mixed with honey,1,e-796,5.20,Honigmeerwasser,697,514,332,5.16
DMM5013,ὄξος,Vinegar,1,e-797,5.21,Essig,697,514,333,5.17
DMM5014,ὀξύμελι,Oxymel,1,e-798,5.22,Sauerhonig,698,516,333,5.18
DMM5015,ὀξάλμη,Brine vinegar,1,e-799,5.23,Salzessig,698,516,334,5.19
DMM5016,θυμοξάλμη,Brine vinegar flavored with Cretan thyme,1,e-800,5.24,Thymoxalme,698,516,334,5.20
DMM5017,τὸ σκιλλητικὸν ὄξος,Vinegar flavored with squill,1,e-801,5.25,Meerzwiebelessig,698,516,334,5.21
DMM5018,ὁ ἀπὸ τῆς σκίλλης οἶνος,Wine from squill,1,e-802,5.26,Meerzwiebelwein,699,516,335,5.22
DMM5019,οἱ διὰ θαλάττης οἶνοι,Wines made with seawater,1,e-803,5.27,Meerwasserwein,699,517,336,5.23
DMM5020,ὁ κυδωνίτης,Wine flavored with quinces,1,e-804,5.28,Andere k?nstliche Weine,700,517,336,5.24
DMM5021,μηλόμελι,Honey flavored with quinces,1,e-805,5.29,Apfelhonig,700,517,337,
DMM5022,ὑδρόμηλον,Water and honey flavored with quinces,1,e-806,5.30,Wassermeth,700,517,337,5.25
DMM5023,ὀμφακόμελι,Unripe grapes and honey drink,1,e-807,5.31,Herbetraubenmeth,700,517,337,5.26
DMM5024,ἀπίτης,Pear wine,1,e-808,5.32,Birnenwein,700,518,337,5.27
DMM5025,οἰνάνθινος,Wine flavored with flowers of the wild grape,1,e-809,5.33,Weinbl?thenwein,700,518,337,5.28
DMM5026,ῥοίτης,Pomegranate wine,1,e-810,5.34,Granatenwein,700,518,337,5.29
DMM5027,ῥοδίτης,Wine flavored with roses,1,e-811,5.35,Rosenwein,700,518,338,5.30
DMM5028,μυρτίτης,Myrtle wine,1,e-812,5.36,Myrtenbeerenwein,700,518,338,5.31
DMM5029,μυρσινίτης,Wine flavored with myrtles,1,e-813,5.37,Myrtenwein,701,518,338,5.32
DMM5031,φοινικίτης,Date palm wine,1,e-816,5.40,Dattelwein,701,518,339,5.34
DMM5032,ὁ τροχίτης,Fig wine,1,e-817,5.41,Feigenwein,701,519,339,5.35
DMM5033,ὁ ἐκ τῶν συκομόρων,Wine of sycamore figs,1,e-818,5.42,Sykomorenwein,701,,340,
DMM5034,ὁ ῥητινίτης,Wine flavored with resin,1,e-819,5.43,Geharzter Wein,701,519,340,5.36
DMM5035,6 στροβιλίτης,Wine flavored with strobilos pine cones,1,e-820,5.44,Zirbelnusswein,701,519,340,5.37
DMM5036,ὁ κέδρινος ἢ ἀρκεύθινος ἢ κυπαρίσσινος ἢ δάφνινος πιτύινος ἢ ἐλάτινος,Wine flavored with cedar or juniper or cypress or sweet bay or pitys pine or fir,1,e-821,5.45,Cedernwein,701,519,340,5.38
DMM5037,κεδρίτης,Wine flavored with resin of Syrian cedar,1,e-823,5.47,Cedernharzwein,701,519,341,
DMM5038,οἶνος πισσίτης,Wine flavored with pitch,1,e-824,5.48,Pechwein,702,520,341,5.39
DMM5039,ἀψινθίτης,Wine flavored with wormwood artemisia absinthium,1,e-825,5.49,Wermuthwein,702,520,342,5.40
DMM5040,ὑσσωπίτης,Wine flavored with hyssop,1,e-826,5.50,Hysopwein,702,520,342,5.41
DMM5041,ὁ χαμαιδρυίτης,Wine flavored with germander,1,e-827,5.51,Gamanderwein,702,520,343,5.42
DMM5042,ὁ > στοιχαδίτης,Wine flavored with French lavender,1,e-828,5.52,Lavendelwein,702,,343,
DMM5043,ὂξος διὰ στοιχάδος,French lavender vinegar,1,e-829,5.53,Lavendelessig,702,,343,
DMM5044,ἐκ κέστρου τοῦ ψυχροτρόφου οἶνος,Wine made from betony,1,e-830,5.54,Gliedkrautwein,702,,343,
DMM5045,τραγοριγανίτης,Wine flavored with goat’s marjoram,1,e-831,5.55,Tragoriganoswein,702,,343,
DMM5046,οἶνος διὰ βουνίου,Wine flavored with earthnuts,1,e-832,5.56,Erdknotenwein,702,,344,
DMM5047,δικταμνίτης,Wine flavored with dittany of Crete,1,e-833,5.57,Diptamwein,702,,344,
DMM5048,ὁ διὰ πρασίου,Wine flavored with horehound,1,e-834,5.58,Andornwein,702,,344,
DMM5049,θυμίτης,Wine flavored with Cretan thyme,1,e-835,5.59,Thymianwein,702,,344,
DMM5050,θυμβρίτης,Wine flavored with savory,1,e-836,5.60,Satureiwein,702,,344,
DMM5051,οἶνος ὀριγανίτης,Wine flavored with oregano,1,e-837,5.61,Dostenwein,702,,344,
DMM5052,οἶνος καλαμινθίτης,wormwood artemisia abrotonon,1,e-838,5.62,"Minzen-, Polei- und Beifusswein",702,,344,
DMM5053,οἶνος κονυζίτης,Wine flavored with fleabane,1,e-839,5.63,Berufskrautwein,702,,344,
DMM5054,οἶνος ἀρωματίτης,Wine made with aromatics,1,e-840,5.64,Gew?rzter Wein,702,521,344,5.43
DMM5055,οἶνος πρὸς κατάρρους,Wine for catarrhs,1,e-841,5.65,"Wein aus Myrrhe, Pfeffer und Schwertlilie",703,521,345,5.44
DMM5056,ὁ νεκταρίτης,Wine flavored with elecampane,1,e-842,5.66,Nektarwein,703,,345,
DMM5057,ὁ διὰ Συριακῆς νάρδου καὶ Κελτικῆς καὶ μαλαβάθρου,and leaf of malabar,1,e-843,5.67,Wein aus syrischer und keltischer Narde und aus Malabathron,703,,345; 346,
DMM5058,ἀσαρίτης,Wine flavored with hazelwort,1,e-844,5.68,Aronswein,703,,345; 346,
DMM5059,ὁ διὰ τῆς ἀγρίας ἀγρίας,Wine flavored with Cretan spikenard,1,e-845,5.69,Wein aus der wilden Narde,703,,346,
DMM5060,δαυκίτης,Wine flavored with daucos,1,e-846,5.70,M?hrenwein,703,522,346,5.45
DMM5061,ἐλελισφακίτης,Wine flavored with sage,1,e-847,5.71,Salbeiwein,703,,346,
DMM5062,πανακίτης,Wine flavored with allheal,1,e-848,5.72,Panaxwein,703,,346,
DMM5063,ἀκορίτης καὶ ὁ ἀπὸ γλυκορρίζης,Wine flavored with yellow flag and wine flavored with licorice,1,e-849,5.73,Akoronwein,703,,346,
DMM5064,σελινίτης,Wine flavored with celery,1,e-850,5.74,Selleriewein,703,,347,
DMM5065,μαραθίτης καὶ ἀνήθινος καὶ πετροσελινίτης,and wine flavored parsley,1,e-851,5.75,Fenchel- und Dillwein,703,,347,
DMM5066,δι' ἁλὸς ἄνθους οἶνος,Wine from salt-water froth,1,e-852,5.76,Salzbl?thewein,703,,347,
DMM5067,φθόριος ἐμβρύων οἶνος,Abortifacient wine,1,e-853,5.77,Abortivwein,703,,347,
DMM5068,θυμελαίτης,Wine flavored with spurge flax,1,e-854,5.78,Seidelbastwein,703,,347,
DMM5069,χαμελαίτης,Wine flavored with spurge olive,1,e-855,5.79,Bergseidelbastwein,703,,347,
DMM5070,χαμαιπιτύινος,Wine flavored with ground pine,1,e-856,5.80,G?nselwein,703,,347,
DMM5071,μανδραγορίτης,Wine flavored with mandrake,1,e-857,5.81,Mandragorawein,703,,348,
DMM5072,ἐλλεβορίτης,Wine flavored with hellebore,1,e-858,5.82,Nieswurzwein,703,,348,
DMM5073,σκαμμωνίτης,Wine flavored with scammony,1,e-859,5.83,Purgirwindenwein,703,,349,
DMM5074,καδμεία,Calamine,1,e-860,5.84,Kadmeia,704,523,349,5.46
DMM5075,πομφόλυξ,Pompholyx,1,e-861,5.85,Pompholyx,705,526,351,
DMM5076,κεκαυμένος χαλκός,Burned copper,1,e-862,5.86,Antispodon,705,527,353,
DMM5077,χαλχοῦ ἄνθος,Flower of copper,1,e-863,5.87,Gebranntes Kupfer,707,528,354,5.47
DMM5078,λεπίς,Flake [of copper ore],1,e-864,5.88,Kupferbl?the,707,528,355,5.48
DMM5079,ἰὸς ξυστός,Verdigris,1,e-867,5.91,Abgekratzter Gr?nspan,709,530,356,5.51
DMM5080,ἰὸς σιδίρου,Iron rust,1,e-869,5.93,Eisenrost,710,531,359,5.53
DMM5081,πεπλυμένος μόλυβδος,Washed lead,1,e-871,5.95,Gewaschenes Blei,711,532,359,5.55
DMM5082,σκωρία μολύβδου,Lead dross,1,e-873,5.97,Bleischlacke,711,532,360,5.57
DMM5083,ὁ μολυβδοειδὴς λίθος,Leadstone,1,e-874,5.98,Bleistein,711,533,361,5.58
DMM5084,στίβι,Antimony,1,e-875,5.99,Stimmi,712,533,361,5.59
DMM5085,μολύβδαινα,Galena,1,e-876,5.100,Molybdaina,714,534,361,5.60
DMM5086,ἡ τοῦ ἀργρύρου σκωρία,Silver dross,1,e-877,5.101,Silberschlacke,715,534,362,5.61
DMM5087,λιθάργυρος,Litharge,1,e-878,5.102,Bleigl?tte,715,534,362,5.62
DMM5088,ψιμύθιον,White lead,1,e-879,5.103,Bleiweiss,716,536,364,5.63
DMM5089,χρυσοκόλλα,Basic copper carbonate,1,e-880,5.104,Chrysokolla,717,537,365,5.64
DMM5090,Ἀρμένιον,Azurite,1,e-881,5.105,Armenion,717,538,366,5.65
DMM5091,κύανος,Lapis lazuli,1,e-882,5.106,Kyanos,719,538,366,5.66
DMM5092,Ἰνδικόν,Indigo,1,e-883,5.107,Indikon,719,539,366,5.67
DMM5093,ὦχρα,Yellow ocher,1,e-884,5.108,Ochra,720,539,367,5.68
DMM5094,κιννάβαρι,Cinnabar,1,e-885,5.109,Kinnabari,720,539,367,5.69
DMM5095,ὑδράργυρος,Mercury,1,e-886,5.110,Quecksilber,722,540,367,5.70
DMM5096,μίλτος Σινωπική,Sinopic red earth,1,e-887,5.111,Sinopischer R?thel,723,542,368,5.71
DMM5097,Λημνία γῆ,Lemnian earth,1,e-889,5.113,Lemnische Erde,724,543,368,5.73
DMM5098,χαλκανθές,Vitriol,1,e-890,5.114,Chalkanthos,727,544,369,5.74
DMM5099,χαλκῖτις,Rock alum,1,e-891,5.115,Chalkitis,729,545,369,5.75
DMM5100,μίσυ,Misy,1,e-893,5.116,Misy,729,545,370,5.76
DMM5101,μελαντηρία,Shoemaker’s black,1,e-894,5.117,Melanteria,729,545,371,5.77
DMM5102,σῶρι,Melanterite,1,e-895,5.118,Sory,729,545,371,5.78
DMM5103,διφρυγές,Pyrites,1,e-896,5.119,Diphryges,731,546,371,5.79
DMM5104,ἀρσενικόν,Yellow orpiment,1,e-897,5.120,Arsenikon,731,547,372,5.80
DMM5105,σανδαράκη,Arsenic sulfide,1,e-898,5.121,Sandaracha,731,547,373,5.81
DMM5106,στυπτηρία,Alum,1,e-899,5.122,Stypteria,732,548,373,5.82
DMM5107,θεῖον,Sulfur,1,e-900,5.123,Schwefel,734,549,374,5.83
DMM5108,κίσηρις,Pumice stone,1,e-901,5.124,Bimsstein,735,550,375,5.84
DMM5109,ἅλς,Salt,1,e-902,5.125,Salze,735,551,376,5.85
DMM5110,ἁλὸς ἄχνη,Salt froth,1,e-903,5.126,Salzschaum,736,551,377,5.86
DMM5111,ἅλμη,Brine,1,e-904,5.127,Salzlake,736,552,377,5.87
DMM5112,ἄνθος ἁλός,Salt efflorescenee/Salt scum,1,e-905,5.128,Salzbl?the,736,552,377,5.88
DMM5113,νίτρον,Soda,1,e-906,5.129,Natron,738,553,378,5.89
DMM5114,τρύξ,Wine lees,1,e-908,5.131,Weinabsatz,739,554,379,5.90
DMM5115,ἄσβεστος,Unslaked lime,1,e-909,5.132,Gebrannter Kalk,739,554,379,5.91
DMM5116,γύψος,Gypsum,1,e-910,5.133,Gyps,739,555,380,5.92
DMM5117,τέφρα κλημαντίνη,Ash of vine twigs,1,e-911,5.134,Weinrebenasche,740,555,380,5.93
DMM5118,ἀλκυόνιον,Alcyonion,1,e-912,5.135,Halkyonion,740,555,380,5.94
DMM5119,ἀδάρκης,Adarces,1,e-913,5.136,Adarkes,741,556,381,5.95
DMM5120,σπόγγοι,Sponges,1,e-914,5.137,Schw?mme,741,556,381,5.96
DMM5121,τὸ κοράλιον,Coral,1,e-915,5.138,Koralle,742,557,382,5.97
DMM5122,ἀντιπαθές,Antipathes,1,e-916,5.139,Antipathes,742,557,382,
DMM5123,λίθος Φρύγιος,Phrygian stone,1,e-917,5.140,Phrygischer Stein,743,558,383,5.98
DMM5124,Ἄσσιος λίθος,Assian stone,1,e-918,5.141,Assischer Stein,743,558,383,5.99
DMM5125,πυρίτης λίθος,Copper pyrites,1,e-919,5.142,Pyritesstein,744,558,384,5.100
DMM5126,αἱματίτης λίθος,Hematite,1,e-920,5.143,Blutstein,745,559,384,5.101
DMM5127,σχιστὸς λίθος,Talc,1,e-921,5.144,Spaltstein,745,560,385,5.102
DMM5128,Γαγάτης,Lignite,1,e-922,5.145,Gagatstein,746,560,385,5.103
DMM5129,Θρακίας,Thracian stone,1,e-923,5.146,Thrakischer Stein,747,560,386,5.104
DMM5130,μαγνῆτις λίθος,Magnet,1,e-924,5.147,Magnetstein,747,560,386,5.105
DMM5131,Ἀραβικὸς λίθος,Arabian stone,1,e-925,5.148,Arabischer Stein,748,561,386,5.106
DMM5132,γαλακτίτης,Milkstone,1,e-926,5.149,Milchstein,748,561,386,5.107
DMM5133,μελιτίτης,Honeystone,1,e-927,5.150,Honigstein,748,561,386,5.108
DMM5134,λίθος μόροχθος,Pipe clay,1,e-928,5.151,Morochthosstein,748,561,386,5.109
DMM5135,λίθος ἀλαβαστρίτης,Alabaster,1,e-929,5.152,Alabasterstein,749,562,387,5.110
DMM5136,θυίτης,Thyites,1,e-930,5.153,Thy?tesstein,749,562,387,5.111
DMM5137,Ἰουδαικὸς λίθος,Judaic stone,1,e-931,5.154,Judenstein,749,562,387,5.112
DMM5138,λίθος ἀμίαντος,Asbestos,1,e-932,5.155,Amiantstein,750,562,387,5.113
DMM5139,λίθος σάπφειρος,Lapis lazuli,1,e-933,5.156,Sapphir,750,563,387,5.114
DMM5140,λίθος Μεμφίτης,~ Memphitic stone,1,e-934,5.157,Memphitstein,750,563,388,5.115
DMM5141,λίθος σεληνίτης,Selenite,1,e-935,5.158,Selenitstein,751,563,388,5.116
DMM5142,λίθος ἴασπις,Jasper,1,e-936,5.159,Jaspisstein,751,564,388,5.117
DMM5143,λίθος ὀφίτης,Serpentine,1,e-938,5.161,Schlangenstein,752,565,389,5.119
DMM5144,λίθοι οἱ ἐν τοῖς σπόγγοις,The stones in the sponges,1,e-939,5.162,Schwammsteine,752,565,389,5.120
DMM5145,λιθοκόλλα,Stone glue,1,e-940,5.163,Steinkitt,752,565,389,5.121
DMM5146,λίθος ὀστρακίτης,Clay stone,1,e-941,5.164,Ostrakitstein,753,565,389,5.122
DMM5147,σμύρις,Emery,1,e-942,5.165,Smirgel,753,565,389,5.123
DMM5148,ἄμμος,Sand,1,e-943,5.166,Sand,753,565,389,5.124
DMM5149,ἀκόνης Ναξίας ἀπότριμμα,Naxian whetstone powder,1,e-944,5.167,Schleifstein,753,566,389,5.125
