entry_a,entry_b,alignment_type,confidence,notes
laguna:4.75,lusitanus:79,equivalent,certain,
laguna:4.75,monardes:LXXI,equivalent,certain,
laguna:4.75,wellmann:4.75,equivalent,certain,
lusitanus:79,monardes:LXXI,equivalent,certain,
lusitanus:79,wellmann:4.75,equivalent,certain,
monardes:LXXI,wellmann:4.75,equivalent,certain,
"barbaro:DCXCI",beck:4.76,equivalent,certain,
"barbaro:DCXCI",berendes:4.77,equivalent,certain,
"barbaro:DCXCI",gunther:4.77,equivalent,certain,
"barbaro:DCXCI",laguna:4.76,equivalent,certain,
"barbaro:DCXCI",lusitanus:80,equivalent,certain,
"barbaro:DCXCI",monardes:LXXII,equivalent,certain,
"barbaro:DCXCI",wellmann:4.76,equivalent,certain,
beck:4.76,berendes:4.77,equivalent,certain,
beck:4.76,gunther:4.77,equivalent,certain,
beck:4.76,laguna:4.76,equivalent,certain,
beck:4.76,lusitanus:80,equivalent,certain,
beck:4.76,monardes:LXXII,equivalent,certain,
beck:4.76,wellmann:4.76,equivalent,certain,
berendes:4.77,gunther:4.77,equivalent,certain,
berendes:4.77,laguna:4.76,equivalent,certain,
berendes:4.77,lusitanus:80,equivalent,certain,
berendes:4.77,monardes:LXXII,equivalent,certain,
berendes:4.77,wellmann:4.76,equivalent,certain,
gunther:4.77,laguna:4.76,equivalent,certain,
gunther:4.77,lusitanus:80,equivalent,certain,
gunther:4.77,monardes:LXXII,equivalent,certain,
gunther:4.77,wellmann:4.76,equivalent,certain,
laguna:4.76,lusitanus:80,equivalent,certain,
laguna:4.76,monardes:LXXII,equivalent,certain,
laguna:4.76,wellmann:4.76,equivalent,certain,
lusitanus:80,monardes:LXXII,equivalent,certain,
lusitanus:80,wellmann:4.76,equivalent,certain,
monardes:LXXII,wellmann:4.76,equivalent,certain,
"barbaro:DCXCII",beck:4.77,equivalent,certain,
"barbaro:DCXCII",berendes:4.78,equivalent,certain,
"barbaro:DCXCII",gunther:4.78,equivalent,certain,
"barbaro:DCXCII",laguna:4.77,equivalent,certain,
"barbaro:DCXCII",lusitanus:81,equivalent,certain,
"barbaro:DCXCII",monardes:LXXIII,equivalent,certain,
"barbaro:DCXCII",wellmann:4.77,equivalent,certain,
beck:4.77,berendes:4.78,equivalent,certain,
beck:4.77,gunther:4.78,equivalent,certain,
beck:4.77,laguna:4.77,equivalent,certain,
beck:4.77,lusitanus:81,equivalent,certain,
beck:4.77,monardes:LXXIII,equivalent,certain,
beck:4.77,wellmann:4.77,equivalent,certain,
berendes:4.78,gunther:4.78,equivalent,certain,
berendes:4.78,laguna:4.77,equivalent,certain,
berendes:4.78,lusitanus:81,equivalent,certain,
berendes:4.78,monardes:LXXIII,equivalent,certain,
berendes:4.78,wellmann:4.77,equivalent,certain,
gunther:4.78,laguna:4.77,equivalent,certain,
gunther:4.78,lusitanus:81,equivalent,certain,
gunther:4.78,monardes:LXXIII,equivalent,certain,
gunther:4.78,wellmann:4.77,equivalent,certain,
laguna:4.77,lusitanus:81,equivalent,certain,
laguna:4.77,monardes:LXXIII,equivalent,certain,
laguna:4.77,wellmann:4.77,equivalent,certain,
lusitanus:81,monardes:LXXIII,equivalent,certain,
lusitanus:81,wellmann:4.77,equivalent,certain,
monardes:LXXIII,wellmann:4.77,equivalent,certain,
"barbaro:DCXCIIII",beck:4.78,equivalent,certain,
"barbaro:DCXCIIII",berendes:4.79,equivalent,certain,
"barbaro:DCXCIIII",gunther:4.79,equivalent,certain,
"barbaro:DCXCIIII",laguna:4.78,equivalent,certain,
"barbaro:DCXCIIII",lusitanus:82,equivalent,certain,
"barbaro:DCXCIIII",monardes:LXXIIII,equivalent,certain,
"barbaro:DCXCIIII",wellmann:4.78,equivalent,certain,
beck:4.78,berendes:4.79,equivalent,certain,
beck:4.78,gunther:4.79,equivalent,certain,
beck:4.78,laguna:4.78,equivalent,certain,
beck:4.78,lusitanus:82,equivalent,certain,
beck:4.78,monardes:LXXIIII,equivalent,certain,
beck:4.78,wellmann:4.78,equivalent,certain,
berendes:4.79,gunther:4.79,equivalent,certain,
berendes:4.79,laguna:4.78,equivalent,certain,
berendes:4.79,lusitanus:82,equivalent,certain,
berendes:4.79,monardes:LXXIIII,equivalent,certain,
berendes:4.79,wellmann:4.78,equivalent,certain,
gunther:4.79,laguna:4.78,equivalent,certain,
gunther:4.79,lusitanus:82,equivalent,certain,
gunther:4.79,monardes:LXXIIII,equivalent,certain,
gunther:4.79,wellmann:4.78,equivalent,certain,
laguna:4.78,lusitanus:82,equivalent,certain,
laguna:4.78,monardes:LXXIIII,equivalent,certain,
laguna:4.78,wellmann:4.78,equivalent,certain,
lusitanus:82,monardes:LXXIIII,equivalent,certain,
lusitanus:82,wellmann:4.78,equivalent,certain,
monardes:LXXIIII,wellmann:4.78,equivalent,certain,
"barbaro:DCLXXXXV",beck:4.79,equivalent,certain,
"barbaro:DCLXXXXV",berendes:4.80,equivalent,certain,
"barbaro:DCLXXXXV",gunther:4.80,equivalent,certain,
"barbaro:DCLXXXXV",laguna:4.79,equivalent,certain,
"barbaro:DCLXXXXV",lusitanus:83,equivalent,certain,
"barbaro:DCLXXXXV",monardes:LXXV,equivalent,certain,
"barbaro:DCLXXXXV",wellmann:4.79,equivalent,certain,
beck:4.79,berendes:4.80,equivalent,certain,
beck:4.79,gunther:4.80,equivalent,certain,
beck:4.79,laguna:4.79,equivalent,certain,
beck:4.79,lusitanus:83,equivalent,certain,
beck:4.79,monardes:LXXV,equivalent,certain,
beck:4.79,wellmann:4.79,equivalent,certain,
berendes:4.80,gunther:4.80,equivalent,certain,
berendes:4.80,laguna:4.79,equivalent,certain,
berendes:4.80,lusitanus:83,equivalent,certain,
berendes:4.80,monardes:LXXV,equivalent,certain,
berendes:4.80,wellmann:4.79,equivalent,certain,
gunther:4.80,laguna:4.79,equivalent,certain,
gunther:4.80,lusitanus:83,equivalent,certain,
gunther:4.80,monardes:LXXV,equivalent,certain,
gunther:4.80,wellmann:4.79,equivalent,certain,
laguna:4.79,lusitanus:83,equivalent,certain,
laguna:4.79,monardes:LXXV,equivalent,certain,
laguna:4.79,wellmann:4.79,equivalent,certain,
lusitanus:83,monardes:LXXV,equivalent,certain,
lusitanus:83,wellmann:4.79,equivalent,certain,
monardes:LXXV,wellmann:4.79,equivalent,certain,
"barbaro:DCLXXXXVI",beck:4.80,equivalent,certain,
"barbaro:DCLXXXXVI",berendes:4.81,equivalent,certain,
"barbaro:DCLXXXXVI",gunther:4.81,equivalent,certain,
"barbaro:DCLXXXXVI",laguna:4.80,equivalent,certain,
"barbaro:DCLXXXXVI",lusitanus:84,equivalent,certain,
"barbaro:DCLXXXXVI",monardes:LXXVI,equivalent,certain,
"barbaro:DCLXXXXVI",wellmann:4.80,equivalent,certain,
beck:4.80,berendes:4.81,equivalent,certain,
beck:4.80,gunther:4.81,equivalent,certain,
beck:4.80,laguna:4.80,equivalent,certain,
beck:4.80,lusitanus:84,equivalent,certain,
beck:4.80,monardes:LXXVI,equivalent,certain,
beck:4.80,wellmann:4.80,equivalent,certain,
berendes:4.81,gunther:4.81,equivalent,certain,
berendes:4.81,laguna:4.80,equivalent,certain,
berendes:4.81,lusitanus:84,equivalent,certain,
berendes:4.81,monardes:LXXVI,equivalent,certain,
berendes:4.81,wellmann:4.80,equivalent,certain,
gunther:4.81,laguna:4.80,equivalent,certain,
gunther:4.81,lusitanus:84,equivalent,certain,
gunther:4.81,monardes:LXXVI,equivalent,certain,
gunther:4.81,wellmann:4.80,equivalent,certain,
laguna:4.80,lusitanus:84,equivalent,certain,
laguna:4.80,monardes:LXXVI,equivalent,certain,
laguna:4.80,wellmann:4.80,equivalent,certain,
lusitanus:84,monardes:LXXVI,equivalent,certain,
lusitanus:84,wellmann:4.80,equivalent,certain,
monardes:LXXVI,wellmann:4.80,equivalent,certain,
"barbaro:DCLXXXXVII",beck:4.81,equivalent,certain,
"barbaro:DCLXXXXVII",berendes:4.82,equivalent,certain,
"barbaro:DCLXXXXVII",gunther:4.82,equivalent,certain,
"barbaro:DCLXXXXVII",laguna:4.81,equivalent,certain,
"barbaro:DCLXXXXVII",lusitanus:85,equivalent,certain,
"barbaro:DCLXXXXVII",monardes:LXXVII,equivalent,certain,
"barbaro:DCLXXXXVII",wellmann:4.81,equivalent,certain,
beck:4.81,berendes:4.82,equivalent,certain,
beck:4.81,gunther:4.82,equivalent,certain,
beck:4.81,laguna:4.81,equivalent,certain,
beck:4.81,lusitanus:85,equivalent,certain,
beck:4.81,monardes:LXXVII,equivalent,certain,
beck:4.81,wellmann:4.81,equivalent,certain,
berendes:4.82,gunther:4.82,equivalent,certain,
berendes:4.82,laguna:4.81,equivalent,certain,
berendes:4.82,lusitanus:85,equivalent,certain,
berendes:4.82,monardes:LXXVII,equivalent,certain,
berendes:4.82,wellmann:4.81,equivalent,certain,
gunther:4.82,laguna:4.81,equivalent,certain,
gunther:4.82,lusitanus:85,equivalent,certain,
gunther:4.82,monardes:LXXVII,equivalent,certain,
gunther:4.82,wellmann:4.81,equivalent,certain,
laguna:4.81,lusitanus:85,equivalent,certain,
laguna:4.81,monardes:LXXVII,equivalent,certain,
laguna:4.81,wellmann:4.81,equivalent,certain,
lusitanus:85,monardes:LXXVII,equivalent,certain,
lusitanus:85,wellmann:4.81,equivalent,certain,
monardes:LXXVII,wellmann:4.81,equivalent,certain,
"barbaro:DCLXXXXVIII",beck:4.82,equivalent,certain,
"barbaro:DCLXXXXVIII",berendes:4.83,equivalent,certain,
"barbaro:DCLXXXXVIII",gunther:4.83,equivalent,certain,
"barbaro:DCLXXXXVIII",laguna:4.82,equivalent,certain,
"barbaro:DCLXXXXVIII",lusitanus:86,equivalent,certain,
"barbaro:DCLXXXXVIII",monardes:LXXVIII,equivalent,certain,
"barbaro:DCLXXXXVIII",wellmann:4.82,equivalent,certain,
beck:4.82,berendes:4.83,equivalent,certain,
beck:4.82,gunther:4.83,equivalent,certain,
beck:4.82,laguna:4.82,equivalent,certain,
beck:4.82,lusitanus:86,equivalent,certain,
beck:4.82,monardes:LXXVIII,equivalent,certain,
beck:4.82,wellmann:4.82,equivalent,certain,
berendes:4.83,gunther:4.83,equivalent,certain,
berendes:4.83,laguna:4.82,equivalent,certain,
berendes:4.83,lusitanus:86,equivalent,certain,
berendes:4.83,monardes:LXXVIII,equivalent,certain,
berendes:4.83,wellmann:4.82,equivalent,certain,
gunther:4.83,laguna:4.82,equivalent,certain,
gunther:4.83,lusitanus:86,equivalent,certain,
gunther:4.83,monardes:LXXVIII,equivalent,certain,
gunther:4.83,wellmann:4.82,equivalent,certain,
laguna:4.82,lusitanus:86,equivalent,certain,
laguna:4.82,monardes:LXXVIII,equivalent,certain,
laguna:4.82,wellmann:4.82,equivalent,certain,
lusitanus:86,monardes:LXXVIII,equivalent,certain,
lusitanus:86,wellmann:4.82,equivalent,certain,
monardes:LXXVIII,wellmann:4.82,equivalent,certain,
"barbaro:DCLXXXXIX",beck:4.83,equivalent,certain,
"barbaro:DCLXXXXIX",berendes:4.84,equivalent,certain,
"barbaro:DCLXXXXIX",gunther:4.84,equivalent,certain,
"barbaro:DCLXXXXIX",laguna:4.83,equivalent,certain,
"barbaro:DCLXXXXIX",lusitanus:87,equivalent,certain,
"barbaro:DCLXXXXIX",monardes:LXXIX,equivalent,certain,
"barbaro:DCLXXXXIX",wellmann:4.83,equivalent,certain,
beck:4.83,berendes:4.84,equivalent,certain,
beck:4.83,gunther:4.84,equivalent,certain,
beck:4.83,laguna:4.83,equivalent,certain,
beck:4.83,lusitanus:87,equivalent,certain,
beck:4.83,monardes:LXXIX,equivalent,certain,
beck:4.83,wellmann:4.83,equivalent,certain,
berendes:4.84,gunther:4.84,equivalent,certain,
berendes:4.84,laguna:4.83,equivalent,certain,
berendes:4.84,lusitanus:87,equivalent,certain,
berendes:4.84,monardes:LXXIX,equivalent,certain,
berendes:4.84,wellmann:4.83,equivalent,certain,
gunther:4.84,laguna:4.83,equivalent,certain,
gunther:4.84,lusitanus:87,equivalent,certain,
gunther:4.84,monardes:LXXIX,equivalent,certain,
gunther:4.84,wellmann:4.83,equivalent,certain,
laguna:4.83,lusitanus:87,equivalent,certain,
laguna:4.83,monardes:LXXIX,equivalent,certain,
laguna:4.83,wellmann:4.83,equivalent,certain,
lusitanus:87,monardes:LXXIX,equivalent,certain,
lusitanus:87,wellmann:4.83,equivalent,certain,
monardes:LXXIX,wellmann:4.83,equivalent,certain,
"barbaro:DCC",beck:4.84,equivalent,certain,
"barbaro:DCC",berendes:4.85,equivalent,certain,
"barbaro:DCC",gunther:4.85,equivalent,certain,
"barbaro:DCC",laguna:4.84,equivalent,certain,
"barbaro:DCC",lusitanus:88,equivalent,certain,
"barbaro:DCC",monardes:LXXX,equivalent,certain,
"barbaro:DCC",wellmann:4.84,equivalent,certain,
beck:4.84,berendes:4.85,equivalent,certain,
beck:4.84,gunther:4.85,equivalent,certain,
beck:4.84,laguna:4.84,equivalent,certain,
beck:4.84,lusitanus:88,equivalent,certain,
beck:4.84,monardes:LXXX,equivalent,certain,
beck:4.84,wellmann:4.84,equivalent,certain,
berendes:4.85,gunther:4.85,equivalent,certain,
berendes:4.85,laguna:4.84,equivalent,certain,
berendes:4.85,lusitanus:88,equivalent,certain,
berendes:4.85,monardes:LXXX,equivalent,certain,
berendes:4.85,wellmann:4.84,equivalent,certain,
gunther:4.85,laguna:4.84,equivalent,certain,
gunther:4.85,lusitanus:88,equivalent,certain,
gunther:4.85,monardes:LXXX,equivalent,certain,
gunther:4.85,wellmann:4.84,equivalent,certain,
laguna:4.84,lusitanus:88,equivalent,certain,
laguna:4.84,monardes:LXXX,equivalent,certain,
laguna:4.84,wellmann:4.84,equivalent,certain,
lusitanus:88,monardes:LXXX,equivalent,certain,
lusitanus:88,wellmann:4.84,equivalent,certain,
monardes:LXXX,wellmann:4.84,equivalent,certain,
"barbaro:DCC",beck:4.85,equivalent,certain,
"barbaro:DCC",berendes:4.86,equivalent,certain,
"barbaro:DCC",gunther:4.86,equivalent,certain,
"barbaro:DCC",laguna:4.85,equivalent,certain,
"barbaro:DCC",monardes:LXXXI,equivalent,certain,
"barbaro:DCC",wellmann:4.85,equivalent,certain,
beck:4.85,berendes:4.86,equivalent,certain,
beck:4.85,gunther:4.86,equivalent,certain,
beck:4.85,laguna:4.85,equivalent,certain,
beck:4.85,monardes:LXXXI,equivalent,certain,
beck:4.85,wellmann:4.85,equivalent,certain,
berendes:4.86,gunther:4.86,equivalent,certain,
berendes:4.86,laguna:4.85,equivalent,certain,
berendes:4.86,monardes:LXXXI,equivalent,certain,
berendes:4.86,wellmann:4.85,equivalent,certain,
gunther:4.86,laguna:4.85,equivalent,certain,
gunther:4.86,monardes:LXXXI,equivalent,certain,
gunther:4.86,wellmann:4.85,equivalent,certain,
laguna:4.85,monardes:LXXXI,equivalent,certain,
laguna:4.85,wellmann:4.85,equivalent,certain,
monardes:LXXXI,wellmann:4.85,equivalent,certain,
"barbaro:DCCI",beck:4.86,equivalent,certain,
"barbaro:DCCI",berendes:4.87,equivalent,certain,
"barbaro:DCCI",gunther:4.88,equivalent,certain,
"barbaro:DCCI",laguna:4.87,equivalent,certain,
"barbaro:DCCI",lusitanus:89,equivalent,certain,
"barbaro:DCCI",monardes:LXXXIII,equivalent,certain,
"barbaro:DCCI",wellmann:4.86,equivalent,certain,
beck:4.86,berendes:4.87,equivalent,certain,
beck:4.86,gunther:4.88,equivalent,certain,
beck:4.86,laguna:4.87,equivalent,certain,
beck:4.86,lusitanus:89,equivalent,certain,
beck:4.86,monardes:LXXXIII,equivalent,certain,
beck:4.86,wellmann:4.86,equivalent,certain,
berendes:4.87,gunther:4.88,equivalent,certain,
berendes:4.87,laguna:4.87,equivalent,certain,
berendes:4.87,lusitanus:89,equivalent,certain,
berendes:4.87,monardes:LXXXIII,equivalent,certain,
berendes:4.87,wellmann:4.86,equivalent,certain,
gunther:4.88,laguna:4.87,equivalent,certain,
gunther:4.88,lusitanus:89,equivalent,certain,
gunther:4.88,monardes:LXXXIII,equivalent,certain,
gunther:4.88,wellmann:4.86,equivalent,certain,
laguna:4.87,lusitanus:89,equivalent,certain,
laguna:4.87,monardes:LXXXIII,equivalent,certain,
laguna:4.87,wellmann:4.86,equivalent,certain,
lusitanus:89,wellmann:4.86,equivalent,certain,
monardes:LXXXIII,wellmann:4.86,equivalent,certain,
"barbaro:DCCII",beck:4.87,equivalent,certain,
"barbaro:DCCII",berendes:4.88,equivalent,certain,
"barbaro:DCCII",gunther:4.89,equivalent,certain,
"barbaro:DCCII",laguna:4.88,equivalent,certain,
"barbaro:DCCII",lusitanus:90,equivalent,certain,
"barbaro:DCCII",monardes:LXXXIIII,equivalent,certain,
"barbaro:DCCII",wellmann:4.87,equivalent,certain,
beck:4.87,berendes:4.88,equivalent,certain,
beck:4.87,gunther:4.89,equivalent,certain,
beck:4.87,laguna:4.88,equivalent,certain,
beck:4.87,lusitanus:90,equivalent,certain,
beck:4.87,monardes:LXXXIIII,equivalent,certain,
beck:4.87,wellmann:4.87,equivalent,certain,
berendes:4.88,gunther:4.89,equivalent,certain,
berendes:4.88,laguna:4.88,equivalent,certain,
berendes:4.88,lusitanus:90,equivalent,certain,
berendes:4.88,monardes:LXXXIIII,equivalent,certain,
berendes:4.88,wellmann:4.87,equivalent,certain,
gunther:4.89,laguna:4.88,equivalent,certain,
gunther:4.89,lusitanus:90,equivalent,certain,
gunther:4.89,monardes:LXXXIIII,equivalent,certain,
gunther:4.89,wellmann:4.87,equivalent,certain,
laguna:4.88,lusitanus:90,equivalent,certain,
laguna:4.88,monardes:LXXXIIII,equivalent,certain,
laguna:4.88,wellmann:4.87,equivalent,certain,
lusitanus:90,wellmann:4.87,equivalent,certain,
monardes:LXXXIIII,wellmann:4.87,equivalent,certain,
beck:4.88,berendes:4.89,equivalent,certain,
beck:4.88,gunther:4.90,equivalent,certain,
beck:4.88,laguna:4.89,equivalent,certain,
beck:4.88,wellmann:4.88,equivalent,certain,
berendes:4.89,gunther:4.90,equivalent,certain,
berendes:4.89,laguna:4.89,equivalent,certain,
berendes:4.89,wellmann:4.88,equivalent,certain,
gunther:4.90,laguna:4.89,equivalent,certain,
gunther:4.90,wellmann:4.88,equivalent,certain,
laguna:4.89,wellmann:4.88,equivalent,certain,
"barbaro:DCCIII",beck:4.89,equivalent,certain,
"barbaro:DCCIII",berendes:4.89,equivalent,certain,
"barbaro:DCCIII",gunther:4.90,equivalent,certain,
"barbaro:DCCIII",laguna:4.90,equivalent,certain,
"barbaro:DCCIII",lusitanus:91,equivalent,certain,
"barbaro:DCCIII",monardes:LXXXV,equivalent,certain,
"barbaro:DCCIII",wellmann:4.89,equivalent,certain,
beck:4.89,berendes:4.89,equivalent,certain,
beck:4.89,gunther:4.90,equivalent,certain,
beck:4.89,laguna:4.90,equivalent,certain,
beck:4.89,lusitanus:91,equivalent,certain,
beck:4.89,monardes:LXXXV,equivalent,certain,
beck:4.89,wellmann:4.89,equivalent,certain,
berendes:4.89,laguna:4.90,equivalent,certain,
berendes:4.89,lusitanus:91,equivalent,certain,
berendes:4.89,monardes:LXXXV,equivalent,certain,
berendes:4.89,wellmann:4.89,equivalent,certain,
gunther:4.90,laguna:4.90,equivalent,certain,
gunther:4.90,lusitanus:91,equivalent,certain,
gunther:4.90,monardes:LXXXV,equivalent,certain,
gunther:4.90,wellmann:4.89,equivalent,certain,
laguna:4.90,lusitanus:91,equivalent,certain,
laguna:4.90,monardes:LXXXV,equivalent,certain,
laguna:4.90,wellmann:4.89,equivalent,certain,
lusitanus:91,wellmann:4.89,equivalent,certain,
monardes:LXXXV,wellmann:4.89,equivalent,certain,
"barbaro:DCCV",beck:4.90,equivalent,certain,
"barbaro:DCCV",berendes:4.90,equivalent,certain,
"barbaro:DCCV",gunther:4.92,equivalent,certain,
"barbaro:DCCV",laguna:4.91,equivalent,certain,
"barbaro:DCCV",lusitanus:93,equivalent,certain,
"barbaro:DCCV",monardes:LXXXVII,equivalent,certain,
"barbaro:DCCV",wellmann:4.90,equivalent,certain,
beck:4.90,berendes:4.90,equivalent,certain,
beck:4.90,gunther:4.92,equivalent,certain,
beck:4.90,laguna:4.91,equivalent,certain,
beck:4.90,lusitanus:93,equivalent,certain,
beck:4.90,monardes:LXXXVII,equivalent,certain,
beck:4.90,wellmann:4.90,equivalent,certain,
berendes:4.90,gunther:4.92,equivalent,certain,
berendes:4.90,laguna:4.91,equivalent,certain,
berendes:4.90,lusitanus:93,equivalent,certain,
berendes:4.90,monardes:LXXXVII,equivalent,certain,
berendes:4.90,wellmann:4.90,equivalent,certain,
gunther:4.92,laguna:4.91,equivalent,certain,
gunther:4.92,lusitanus:93,equivalent,certain,
gunther:4.92,monardes:LXXXVII,equivalent,certain,
gunther:4.92,wellmann:4.90,equivalent,certain,
laguna:4.91,lusitanus:93,equivalent,certain,
laguna:4.91,monardes:LXXXVII,equivalent,certain,
laguna:4.91,wellmann:4.90,equivalent,certain,
lusitanus:93,wellmann:4.90,equivalent,certain,
monardes:LXXXVII,wellmann:4.90,equivalent,certain,
"barbaro:DCCVI",beck:4.91,equivalent,certain,
"barbaro:DCCVI",berendes:4.91,equivalent,certain,
"barbaro:DCCVI",gunther:4.93,equivalent,certain,
"barbaro:DCCVI",lusitanus:94,equivalent,certain,
"barbaro:DCCVI",monardes:LXXXVIII,equivalent,certain,
"barbaro:DCCVI",wellmann:4.91,equivalent,certain,
beck:4.91,berendes:4.91,equivalent,certain,
beck:4.91,gunther:4.93,equivalent,certain,
beck:4.91,lusitanus:94,equivalent,certain,
beck:4.91,monardes:LXXXVIII,equivalent,certain,
beck:4.91,wellmann:4.91,equivalent,certain,
berendes:4.91,gunther:4.93,equivalent,certain,
berendes:4.91,lusitanus:94,equivalent,certain,
berendes:4.91,monardes:LXXXVIII,equivalent,certain,
berendes:4.91,wellmann:4.91,equivalent,certain,
gunther:4.93,lusitanus:94,equivalent,certain,
gunther:4.93,monardes:LXXXVIII,equivalent,certain,
gunther:4.93,wellmann:4.91,equivalent,certain,
lusitanus:94,wellmann:4.91,equivalent,certain,
monardes:LXXXVIII,wellmann:4.91,equivalent,certain,
"barbaro:DCCVII",beck:4.92,equivalent,certain,
"barbaro:DCCVII",berendes:4.92,equivalent,certain,
"barbaro:DCCVII",gunther:4.94,equivalent,certain,
"barbaro:DCCVII",laguna:4.93,equivalent,certain,
"barbaro:DCCVII",lusitanus:95,equivalent,certain,
"barbaro:DCCVII",monardes:LXXXIX,equivalent,certain,
"barbaro:DCCVII",wellmann:4.92,equivalent,certain,
beck:4.92,berendes:4.92,equivalent,certain,
beck:4.92,gunther:4.94,equivalent,certain,
beck:4.92,laguna:4.93,equivalent,certain,
beck:4.92,lusitanus:95,equivalent,certain,
beck:4.92,monardes:LXXXIX,equivalent,certain,
beck:4.92,wellmann:4.92,equivalent,certain,
berendes:4.92,gunther:4.94,equivalent,certain,
berendes:4.92,laguna:4.93,equivalent,certain,
berendes:4.92,lusitanus:95,equivalent,certain,
berendes:4.92,monardes:LXXXIX,equivalent,certain,
berendes:4.92,wellmann:4.92,equivalent,certain,
gunther:4.94,laguna:4.93,equivalent,certain,
gunther:4.94,lusitanus:95,equivalent,certain,
gunther:4.94,monardes:LXXXIX,equivalent,certain,
gunther:4.94,wellmann:4.92,equivalent,certain,
laguna:4.93,lusitanus:95,equivalent,certain,
laguna:4.93,monardes:LXXXIX,equivalent,certain,
laguna:4.93,wellmann:4.92,equivalent,certain,
lusitanus:95,wellmann:4.92,equivalent,certain,
monardes:LXXXIX,wellmann:4.92,equivalent,certain,
"barbaro:DCCVIII",beck:4.93,equivalent,certain,
"barbaro:DCCVIII",berendes:4.93,equivalent,certain,
"barbaro:DCCVIII",gunther:4.95,equivalent,certain,
"barbaro:DCCVIII",laguna:4.94,equivalent,certain,
"barbaro:DCCVIII",lusitanus:96,equivalent,certain,
"barbaro:DCCVIII",monardes:XC,equivalent,certain,
"barbaro:DCCVIII",wellmann:4.93,equivalent,certain,
beck:4.93,berendes:4.93,equivalent,certain,
beck:4.93,gunther:4.95,equivalent,certain,
beck:4.93,laguna:4.94,equivalent,certain,
beck:4.93,lusitanus:96,equivalent,certain,
beck:4.93,monardes:XC,equivalent,certain,
beck:4.93,wellmann:4.93,equivalent,certain,
berendes:4.93,gunther:4.95,equivalent,certain,
berendes:4.93,laguna:4.94,equivalent,certain,
berendes:4.93,lusitanus:96,equivalent,certain,
berendes:4.93,monardes:XC,equivalent,certain,
berendes:4.93,wellmann:4.93,equivalent,certain,
gunther:4.95,laguna:4.94,equivalent,certain,
gunther:4.95,lusitanus:96,equivalent,certain,
gunther:4.95,monardes:XC,equivalent,certain,
gunther:4.95,wellmann:4.93,equivalent,certain,
laguna:4.94,lusitanus:96,equivalent,certain,
laguna:4.94,monardes:XC,equivalent,certain,
laguna:4.94,wellmann:4.93,equivalent,certain,
lusitanus:96,wellmann:4.93,equivalent,certain,
monardes:XC,wellmann:4.93,equivalent,certain,
"barbaro:DCCIX",beck:4.94,equivalent,certain,
"barbaro:DCCIX",berendes:4.94,equivalent,certain,
"barbaro:DCCIX",gunther:4.96,equivalent,certain,
"barbaro:DCCIX",laguna:4.95,equivalent,certain,
"barbaro:DCCIX",lusitanus:97,equivalent,certain,
"barbaro:DCCIX",monardes:XCI,equivalent,certain,
"barbaro:DCCIX",wellmann:4.94,equivalent,certain,
beck:4.94,berendes:4.94,equivalent,certain,
beck:4.94,gunther:4.96,equivalent,certain,
beck:4.94,laguna:4.95,equivalent,certain,
beck:4.94,lusitanus:97,equivalent,certain,
beck:4.94,monardes:XCI,equivalent,certain,
beck:4.94,wellmann:4.94,equivalent,certain,
berendes:4.94,gunther:4.96,equivalent,certain,
berendes:4.94,laguna:4.95,equivalent,certain,
berendes:4.94,lusitanus:97,equivalent,certain,
berendes:4.94,monardes:XCI,equivalent,certain,
berendes:4.94,wellmann:4.94,equivalent,certain,
gunther:4.96,laguna:4.95,equivalent,certain,
gunther:4.96,lusitanus:97,equivalent,certain,
gunther:4.96,monardes:XCI,equivalent,certain,
gunther:4.96,wellmann:4.94,equivalent,certain,
laguna:4.95,lusitanus:97,equivalent,certain,
laguna:4.95,monardes:XCI,equivalent,certain,
laguna:4.95,wellmann:4.94,equivalent,certain,
lusitanus:97,wellmann:4.94,equivalent,certain,
monardes:XCI,wellmann:4.94,equivalent,certain,
"barbaro:DCCX",beck:4.95,equivalent,certain,
"barbaro:DCCX",berendes:4.95,equivalent,certain,
"barbaro:DCCX",gunther:4.97,equivalent,certain,
"barbaro:DCCX",laguna:4.96,equivalent,certain,
"barbaro:DCCX",lusitanus:98,equivalent,certain,
"barbaro:DCCX",monardes:XCII,equivalent,certain,
"barbaro:DCCX",wellmann:4.95,equivalent,certain,
beck:4.95,berendes:4.95,equivalent,certain,
beck:4.95,gunther:4.97,equivalent,certain,
beck:4.95,laguna:4.96,equivalent,certain,
beck:4.95,lusitanus:98,equivalent,certain,
beck:4.95,monardes:XCII,equivalent,certain,
beck:4.95,wellmann:4.95,equivalent,certain,
berendes:4.95,gunther:4.97,equivalent,certain,
berendes:4.95,laguna:4.96,equivalent,certain,
berendes:4.95,lusitanus:98,equivalent,certain,
berendes:4.95,monardes:XCII,equivalent,certain,
berendes:4.95,wellmann:4.95,equivalent,certain,
gunther:4.97,laguna:4.96,equivalent,certain,
gunther:4.97,lusitanus:98,equivalent,certain,
gunther:4.97,monardes:XCII,equivalent,certain,
gunther:4.97,wellmann:4.95,equivalent,certain,
laguna:4.96,lusitanus:98,equivalent,certain,
laguna:4.96,monardes:XCII,equivalent,certain,
laguna:4.96,wellmann:4.95,equivalent,certain,
lusitanus:98,wellmann:4.95,equivalent,certain,
monardes:XCII,wellmann:4.95,equivalent,certain,
