id,edition_id,ref,segment,term,term_greek,term_latin,page,div_id,seg_id,url,notes
gunther:5.123,gunther,5.123,,STUPTERIA,,,,div-816,,,
laguna:5.106,laguna,5.106,,sustancias astringentes,στυπτηρία,,892,div-2042,,,
"barbaro:DCCCCLVIII",barbaro,"DCCCCLVIII",,Alumen,,,0,,,,
lusitanus:83,lusitanus,83,,De alumine,,,497,,,,
monardes:LXXXII,monardes,LXXXII,,De l'alum,,,732,,,,
wellmann:5.107,wellmann,5.107,,θεῖον,,,,div-1730,,,
berendes:5.123,berendes,5.123,,Schwefel,Περἰ ϑείον,,534,div-2183,,,
beck:5.107,beck,5.107,,Sulfur,θεῖον,,,div-795,,,
gunther:5.124,gunther,5.124,,THEION,,,,div-817,,,
laguna:5.107,laguna,5.107,,azufre,θεῖον,,893,div-2045,,,
"barbaro:DCCCCLIX",barbaro,"DCCCCLIX",,Sulphur,,,0,,,,
lusitanus:84,lusitanus,84,,De sulphure,,,498,,,,
monardes:LXXXIII,monardes,LXXXIII,,Du souffre,,,734,,,,
wellmann:5.108,wellmann,5.108,,κίσηρις,,,,div-1734,,,
berendes:5.124,berendes,5.124,,Bimsstein,Περἰ κισσήρεως,,534,div-2184,,,
beck:5.108,beck,5.108,,Pumice stone,κίσηρις,,,div-796,,,
gunther:5.125,gunther,5.125,,KISSERIS,,,,div-818,,,
laguna:5.108,laguna,5.108,,piedra pómez,κίσηρις,,894,div-2048,,,
"barbaro:DCCCCLX",barbaro,"DCCCCLX",,Pumex,,,74,,,,
lusitanus:85,lusitanus,85,,De punice lapide,,,499,,,,
monardes:LXXXIIII,monardes,LXXXIIII,,De la pierreponce,,,735,,,,
wellmann:5.109,wellmann,5.109,,ἅλς,,,,div-1737,,,
berendes:5.125,berendes,5.125,,Salze,Περἰ άλῶν,,535,div-2185,,,
beck:5.109,beck,5.109,,Salt,ἅλς,,,div-797,,,
gunther:5.126,gunther,5.126,,ALES,,,,div-819,,,
laguna:5.109,laguna,5.109,,sales,ἅλες,,895,div-2050,,,
"barbaro:DCCCCLXI",barbaro,"DCCCCLXI",,Sal,,,74,,,,
lusitanus:86,lusitanus,86,,De sale,,,499,,,,
monardes:LXXXV,monardes,LXXXV,,Du sel,,,735,,,,
wellmann:5.110,wellmann,5.110,,ἁλὸς ἄχνη,,,,div-1745,,,
berendes:5.126,berendes,5.126,,Salzschaum,Περἰ ἅχνης άλόν,,536,div-2187,,,
beck:5.110,beck,5.110,,Salt froth,ἁλὸς ἄχνη,,,div-798,,,
gunther:5.127,gunther,5.127,,ALOS ACHNE,,,,div-820,,,
laguna:5.110,laguna,5.110,,espuma de sal,ἁλὸς ἄχνη,,896,div-2053,,,
"barbaro:DCCCCLXII",barbaro,"DCCCCLXII",,Halosachne,,,0,,,,
lusitanus:87,lusitanus,87,,De spuma salis,,,499,,,,
monardes:LXXXVI,monardes,LXXXVI,,De l'escume de sel,,,736,,,,
wellmann:5.111,wellmann,5.111,,ἅλμη,,,,div-1746,,,
berendes:5.127,berendes,5.127,,Salzlake,Περἰ ἅλμης,,536,div-2188,,,
beck:5.111,beck,5.111,,Brine,ἅλμη,,,div-799,,,
gunther:5.128,gunther,5.128,,ALME,,,,div-821,,,
laguna:5.111,laguna,5.111,,agua salada,ἅλμη,,897,div-2055,,,
"barbaro:DCCCCLXIII",barbaro,"DCCCCLXIII",,Salsugo,,,0,,,,
lusitanus:88,lusitanus,88,,De muria,,,499,,,,
monardes:LXXXVII,monardes,LXXXVII,,De la saumure,,,736,,,,
wellmann:5.112,wellmann,5.112,,ἄνθος ἁλός,,,,div-1747,,,
berendes:5.128,berendes,5.128,,Salzblüthe,Περἰ ἅνϑους άλός,,537,div-2189,,,
beck:5.112,beck,5.112,,Salt efflorescenee/Salt scum,ἄνθος ἁλός,,,div-800,,,
gunther:5.129,gunther,5.129,,ALOS ANTHOS,,,,div-822,,,
laguna:5.112,laguna,5.112,,flor de sal,ἁλὸς ἄνθος,,898,div-2057,,,
"barbaro:DCCCCLXIIII",barbaro,"DCCCCLXIIII",,Flos salis,,,0,,,,
lusitanus:89,lusitanus,89,,De flore salis,,,499,,,,
monardes:LXXXVIII,monardes,LXXXVIII,,De la fleur du sel,,,736,,,,
wellmann:5.113,wellmann,5.113,,νίτρον,,,,div-1750,,,
berendes:5.129,berendes,5.129,,Natron,Περἰ νίτρον,,537,div-2191,,,
beck:5.113,beck,5.113,,Soda,νίτρον,,,div-801,,,
gunther:5.130,gunther,5.130,,NITRON,,,,div-823,,,
laguna:5.113,laguna,5.113,,natrón,νίτρον,,899,div-2060,,,
"barbaro:DCCCCLXV",barbaro,"DCCCCLXV",,Nitrum,,,75,,,,
lusitanus:90,lusitanus,90,,De nitro,,,501,,,,
monardes:LXXXIX,monardes,LXXXIX,,Du nitre et ecume de nitre,,,738,,,,
wellmann:5.113,wellmann,5.113,,νίτρον,,,,div-1750,,,
berendes:5.130,berendes,5.130,,Natronschaum,Περἰ ἀφρον νίτρον,,538,div-2193,,,
beck:5.113,beck,5.113,,Soda,νίτρον,,,div-801,,,
"barbaro:DCCCCLXVI",barbaro,"DCCCCLXVI",,Aphronitrum,,,75,,,,
lusitanus:91,lusitanus,91,,De spuma nitri,,,501,,,,
monardes:XC,monardes,XC,,De la lye,,,739,,,,
wellmann:5.114,wellmann,5.114,,τρύξ,,,,div-1755,,,
berendes:5.131,berendes,5.131,,Weinabsatz,Περἰ τρυγός,,539,div-2195,,,
beck:5.114,beck,5.114,,Wine lees,τρύξ,,,div-802,,,
gunther:5.132,gunther,5.132,,TRUX,,,,div-824,,,
laguna:5.114,laguna,5.114,,hez del vino,τρύγα,,901,div-2064,,,
"barbaro:DCCCCLXVII",barbaro,"DCCCCLXVII",,Fex vini,,,75,,,,
lusitanus:92,lusitanus,92,,De fece vini,,,501,,,,
monardes:XC,monardes,XC,,De la lye,,,739,,,,
wellmann:5.115,wellmann,5.115,,ἄσβεστος,,,,div-1759,,,
berendes:5.132,berendes,5.132,,Gebrannter Kalk,Περἰ ἀσβέστον,,540,div-2196,,,
beck:5.115,beck,5.115,,Unslaked lime,ἄσβεστος,,,div-803,,,
gunther:5.133,gunther,5.133,,ASBESTOS,,,,div-825,,,
laguna:5.115,laguna,5.115,,cal viva,ἄσβεστος,,902,div-2067,,,
"barbaro:DCCCCLXVIII",barbaro,"DCCCCLXVIII",,Calx viva,,,75,,,,
lusitanus:93,lusitanus,93,,De calce vina,,,502,,,,
monardes:XCI,monardes,XCI,,De la chaux vive,,,739,,,,
wellmann:5.116,wellmann,5.116,,γύψος,,,,div-1762,,,
berendes:5.133,berendes,5.133,,Gyps,Περἰ γύψον,,540,div-2198,,,
beck:5.116,beck,5.116,,Gypsum,γύψος,,,div-804,,,
gunther:5.134,gunther,5.134,,GUPSOS,,,,div-826,,,
laguna:5.116,laguna,5.116,,yeso,γύψος,,903,div-2069,,,
"barbaro:DCCCCLXIX",barbaro,"DCCCCLXIX",,Gypsum,,,75,,,,
lusitanus:94,lusitanus,94,,De gypso,,,502,,,,
monardes:XCII,monardes,XCII,,Du plastre,,,739,,,,
wellmann:5.117,wellmann,5.117,,τέφρα κληματίνη,,,,div-1763,,,
berendes:5.134,berendes,5.134,,Weinrebenasche,Περἰ τρέφας κληματίνης,,540,div-2199,,,
beck:5.117,beck,5.117,,Ash of vine twigs,τέφρα κλημαντίνη,,,div-805,,,
gunther:5.135,gunther,5.135,,TEPHRA KLEMATINE,,,,div-827,,,
laguna:5.117,laguna,5.117,,cenizas de sarmiento,τέφρα κληματίνη,,904,div-2071,,,
"barbaro:DCCCCLXX",barbaro,"DCCCCLXX",,Cinis vitium,,,75,,,,
lusitanus:95,lusitanus,95,,De sarmentorum vitium cinere,,,502,,,,
monardes:XCIII,monardes,XCIII,,Des cendres de sarments,,,740,,,,
wellmann:5.118,wellmann,5.118,,ἀλκυονίου,,,,div-1764,,,
berendes:5.135,berendes,5.135,,Halkyonion,Περἰ ἀλκυονίον,,540,div-2200,,,
beck:5.118,beck,5.118,,Alcyonion,ἀλκυόνιον,,,div-806,,,
gunther:5.136,gunther,5.136,,ALKUONION,,,,div-828,,,
laguna:5.118,laguna,5.118,,falsa esponja,ἀλκυόνιον,,905,div-2073,,,
"barbaro:DCCCCLXXI",barbaro,"DCCCCLXXI",,Alcyonium,,,0,,,,
lusitanus:96,lusitanus,96,,De halcyonio,,,503,,,,
monardes:XCIIII,monardes,XCIIII,,De alcyonium,,,740,,,,
wellmann:5.119,wellmann,5.119,,ἀδάρκης,,,,div-1769,,,
berendes:5.136,berendes,5.136,,Adarkes,Περἰ ἀδάρκον,,541,div-2202,,,
beck:5.119,beck,5.119,,Adarces,ἀδάρκης,,,div-807,,,
gunther:5.137,gunther,5.137,,ADARKES,,,,div-829,,,
laguna:5.119,laguna,5.119,,adarce,ἀδάρκη,,906,div-2076,,,
"barbaro:DCCCCLXXII",barbaro,"DCCCCLXXII",,Adarca,,,0,,,,
lusitanus:97,lusitanus,97,,De adarce,,,503,,,,
monardes:XCV,monardes,XCV,,De adarce,,,741,,,,
wellmann:5.120,wellmann,5.120,,σπόγγων,,,,div-1770,,,
berendes:5.137,berendes,5.137,,Schwämme,Περἰ σπόγγων,,542,div-2204,,,
beck:5.120,beck,5.120,,Sponges,σπόγγοι,,,div-808,,,
gunther:5.138,gunther,5.138,,SPOGGOI,,,,div-830,,,
laguna:5.120,laguna,5.120,,esponjas,σπόγγοι,,907,div-2078,,,
"barbaro:DCCCCLXXIII",barbaro,"DCCCCLXXIII",,Spongiae,,,0,,,,
lusitanus:98,lusitanus,98,,De spongijs,,,504,,,,
monardes:XCVI,monardes,XCVI,,Des esponges,,,741,,,,
wellmann:5.121,wellmann,5.121,,κουράλιον,,,,div-1774,,,
berendes:5.138,berendes,5.138,,Koralle,Περἰ κοραλλίον,,542,div-2205,,,
beck:5.121,beck,5.121,,Coral,τὸ κοράλιον,,,div-809,,,
gunther:5.139,gunther,5.139,,KORALLION,,,,div-831,,,
laguna:5.121,laguna,5.121,,coral,κοράλλιον,,908,div-2081,,,
"barbaro:DCCCCLXXIIII",barbaro,"DCCCCLXXIIII",,Corallium,,,0,,,,
lusitanus:99,lusitanus,99,,De corallio,,,504,,,,
monardes:XCVII,monardes,XCVII,,Du corail,,,742,,,,
wellmann:5.122,wellmann,5.122,,ἀντιπαθὲς,,,,div-1778,,,
berendes:5.139,berendes,5.139,,Antipathes,Περἰ ἀντιπαϑοῦς,,543,div-2207,,,
beck:5.122,beck,5.122,,Antipathes,ἀντιπαθές,,,div-810,,,
gunther:5.140,gunther,5.140,,ANTIPATHES,,,,div-832,,,
laguna:5.122,laguna,5.122,,coral negro,ἀντιπαθές,,909,div-2083,,,
"barbaro:DCCCCLXXV",barbaro,"DCCCCLXXV",,Antipathes,,,0,,,,
lusitanus:99,lusitanus,99,,De corallio,,,504,,,,
monardes:XCVII,monardes,XCVII,,Du corail,,,742,,,,
wellmann:5.123,wellmann,5.123,,λίθος Φρύγιος,,,,div-1779,,,
berendes:5.140,berendes,5.140,,Phrygischer Stein,Περἰ φρυγίον λίϑον,,543,div-2209,,,
beck:5.123,beck,5.123,,Phrygian stone,λίθος Φρύγιος,,,div-811,,,
gunther:5.141,gunther,5.141,,PHRUGIOS LITHOS,,,,div-833,,,
laguna:5.124,laguna,5.124,,piedra de Asos,ἄσσιος λίθος,,911,div-2087,,,
"barbaro:DCCCCLXXVI",barbaro,"DCCCCLXXVI",,Lapis Phrygius,,,0,,,,
lusitanus:100,lusitanus,100,,De lapide phrygio,,,505,,,,
monardes:XCVIII,monardes,XCVIII,,De la pierre phrygienne,,,743,,,,
wellmann:5.124,wellmann,5.124,,Ἄσσιον λίθος,,,,div-1783,,,
berendes:5.141,berendes,5.141,,Assischer Stein,Περἰ ἀσσίον λίϑον,,544,div-2210,,,
beck:5.124,beck,5.124,,Assian stone,Ἄσσιος λίθος,,,div-812,,,
laguna:5.125,laguna,5.125,,piedra pirita,πυρίτης λίθος,,912,div-2090,,,
"barbaro:DCCCCLXXVII",barbaro,"DCCCCLXXVII",,Lapis asius,,,0,,,,
lusitanus:101,lusitanus,101,,De lapide asio,,,505,,,,
monardes:XCIX,monardes,XCIX,,De la pierre d'Asso ou assienne,,,743,,,,
wellmann:5.125,wellmann,5.125,,πυρίτης λίθος,,,,div-1787,,,
berendes:5.142,berendes,5.142,,Pyritesstein,Περἰ πυρίτον λίϑον,,545,div-2212,,,
beck:5.125,beck,5.125,,Copper pyrites,πυρίτης λίθος,,,div-813,,,
gunther:5.143,gunther,5.143,,PURITES LITHOS,,,,div-834,,,
laguna:5.123,laguna,5.123,,piedra frigia,λίθος Φρύγιος,,910,div-2085,,,
"barbaro:DCCCCLXXVIII",barbaro,"DCCCCLXXVIII",,Pyrites,,,76,,,,
lusitanus:102,lusitanus,102,,"De pyrite lapide, marchasita dicto",,,505,,,,
monardes:C,monardes,C,,De la marchassite,,,744,,,,
wellmann:5.126,wellmann,5.126,,αἱματίτης λίθος,,,,div-1791,,,
berendes:5.143,berendes,5.143,,Blutstein,Περἰ αίματίτον λίϑον,,545,div-2213,,,
beck:5.126,beck,5.126,,Hematite,αἱματίτης λίθος,,,div-814,,,
gunther:5.144,gunther,5.144,,AIMATITES LITHOS,,,,div-835,,,
laguna:5.126,laguna,5.126,,piedra hematites,αἱματίτης λίθος,,913,div-2092,,,
"barbaro:DCCCCLXXIX",barbaro,"DCCCCLXXIX",,Lapis haematites,,,76,,,,
lusitanus:103,lusitanus,103,,"De haematite, lapide sanguinario dicto",,,506,,,,
monardes:CI,monardes,CI,,De la pierre hematite,,,745,,,,
wellmann:5.127,wellmann,5.127,,σχιστὸς λίθος,,,,div-1797,,,
berendes:5.144,berendes,5.144,,Spaltstein,Περἰ σχιστοῦ λίϑον,,546,div-2214,,,
beck:5.127,beck,5.127,,Talc,σχιστὸς λίθος,,,div-815,,,
gunther:5.145,gunther,5.145,,SCHISTOS LITHOS,,,,div-836,,,
laguna:5.127,laguna,5.127,,piedra esquistosa,σχιστὸς λίθος,,914,div-2095,,,
"barbaro:DCCCCLXXX",barbaro,"DCCCCLXXX",,Lapis schistos,,,76,,,,
lusitanus:104,lusitanus,104,,Dae schisto lapide,,,506,,,,
monardes:CII,monardes,CII,,De la pierre scissille,,,745,,,,
wellmann:5.128,wellmann,5.128,,Γαγάτης,,,,div-1800,,,
berendes:5.145,berendes,5.145,,Gagatstein,Περἰ γαγάτον λίϑον,,547,div-2216,,,
beck:5.128,beck,5.128,,Lignite,Γαγάτης,,,div-816,,,
gunther:5.146,gunther,5.146,,GAGATES LITHOS,,,,div-837,,,
laguna:5.128,laguna,5.128,,azabache,γαγάτης [λίθος],,915,div-2097,,,
"barbaro:DCCCCLXXXI",barbaro,"DCCCCLXXXI",,Lapis Gagates,,,76,,,,
lusitanus:105,lusitanus,105,,De gagate,,,507,,,,
monardes:CIII,monardes,CIII,,De la pierre gagate,,,746,,,,
wellmann:5.129,wellmann,5.129,,Θρᾳκίας,,,,div-1803,,,
berendes:5.146,berendes,5.146,,Thrakischer Stein,Περἰ ϑρακίον λίϑον,,547,div-2218,,,
beck:5.129,beck,5.129,,Thracian stone,Θρακίας,,,div-817,,,
laguna:5.129,laguna,5.129,,piedra tracia,θρᾳκία [λίθος],,916,div-2099,,,
"barbaro:DCCCCLXXXII",barbaro,"DCCCCLXXXII",,Lapis Thracias,,,76,,,,
lusitanus:106,lusitanus,106,,De lapide thracio,,,507,,,,
monardes:CIIII,monardes,CIIII,,De la pierre thracienne,,,747,,,,
wellmann:5.130,wellmann,5.130,,μαγνῆτις λίθος,,,,div-1804,,,
berendes:5.147,berendes,5.147,,Magnetstein,Περἰ μαγνήτον,,547,div-2219,,,
beck:5.130,beck,5.130,,Magnet,μαγνῆτις λίθος,,,div-818,,,
gunther:5.148,gunther,5.148,,MAGNES,,,,div-838,,,
laguna:5.130,laguna,5.130,,piedra magnetita,μαγνητὸς λίθος,,917,div-2101,,,
"barbaro:DCCCCLXXXIII",barbaro,"DCCCCLXXXIII",,Lapis Magnes,,,76,,,,
lusitanus:107,lusitanus,107,,De magnete lapide,,,507,,,,
monardes:CV,monardes,CV,,De la pierre d'aymant,,,747,,,,
wellmann:5.131,wellmann,5.131,,Ἀραβικὸς λίθος,,,,div-1805,,,
berendes:5.148,berendes,5.148,,Arabischer Stein,Περἰ ἀραβικοῦ λίϑον,,548,div-2220,,,
beck:5.131,beck,5.131,,Arabian stone,Ἀραβικὸς λίθος,,,div-819,,,
laguna:5.131,laguna,5.131,,piedra arábiga,ἀραβικὸς λίθος,,918,div-2103,,,
"barbaro:DCCCCLXXXIIII",barbaro,"DCCCCLXXXIIII",,Lapis arabius,,,0,,,,
lusitanus:108,lusitanus,108,,De lapide arabico,,,508,,,,
monardes:CVI,monardes,CVI,,De la pierre arabique,,,748,,,,
wellmann:5.132,wellmann,5.132,,γαλακτίτης,,,,,,,
berendes:5.149,berendes,5.149,,Milchstein,Περἰ yαλακτίτον λίϑον,,548,div-2221,,,
beck:5.132,beck,5.132,,Milkstone,γαλακτίτης,,,div-820,,,
gunther:5.150,gunther,5.150,,GALAKTITES LITHOS,,,,div-839,,,
laguna:5.132,laguna,5.132,,galactita,γαλακτίτης [λίθος],,919,div-2105,,,
"barbaro:DCCCCLXXXV",barbaro,"DCCCCLXXXV",,Lapis galactites,,,0,,,,
lusitanus:109,lusitanus,109,,"De galactite, idest lactario lapide",,,508,,,,
monardes:CVII,monardes,CVII,,De la pierre de laict,,,748,,,,
wellmann:5.133,wellmann,5.133,,μελιτίτης,,,,div-1806,,,
berendes:5.150,berendes,5.150,,Honigstein,Περἰ μελιτίτον λίϑον,,548,div-2222,,,
beck:5.133,beck,5.133,,Honeystone,μελιτίτης,,,div-821,,,
gunther:5.151,gunther,5.151,,MELITITES LITHOS,,,,div-840,,,
laguna:5.133,laguna,5.133,,piedra de miel,μελιτίτης [λίθος],,920,div-2108,,,
"barbaro:DCCCCLXXXVI",barbaro,"DCCCCLXXXVI",,Lapis melitites,,,0,,,,
lusitanus:110,lusitanus,110,,De melitite,,,508,,,,
monardes:CVIII,monardes,CVIII,,De la pierre melitite,,,748,,,,
wellmann:5.134,wellmann,5.134,,λίθος μόροχθος,,,,div-1807,,,
berendes:5.151,berendes,5.151,,Morochthosstein,Περἰ μορόχϑον λίϑον,,549,div-2223,,,
beck:5.134,beck,5.134,,Pipe clay,λίθος μόροχθος,,,div-822,,,
gunther:5.152,gunther,5.152,,MOROCHTHOS LITHOS,,,,div-841,,,
laguna:5.134,laguna,5.134,,piedra arcillosa,λίθος μόροχθος,,921,div-2110,,,
"barbaro:DCCCCLXXXVII",barbaro,"DCCCCLXXXVII",,Lapis molochthus,,,0,,,,
lusitanus:111,lusitanus,111,,De morochtho lapide,,,508,,,,
monardes:CIX,monardes,CIX,,De la pierre morochthus,,,748,,,,
wellmann:5.135,wellmann,5.135,,λίθος ἀλαβαστρίτης,,,,div-1808,,,
berendes:5.152,berendes,5.152,,Alabasterstein,Περἰ ἀλαβαστίτρον λίϑον,,549,div-2224,,,
beck:5.135,beck,5.135,,Alabaster,λίθος ἀλαβαστρίτης,,,div-823,,,
gunther:5.153,gunther,5.153,,ALABASTRITES LITHOS,,,,div-842,,,
laguna:5.135,laguna,5.135,,piedra de alabastro,λίθος ἀλαβαστρίτης,,922,div-2112,,,
"barbaro:DCCCCLXXXVIII",barbaro,"DCCCCLXXXVIII",,Lapis alabastrites,,,0,,,,
lusitanus:112,lusitanus,112,,"De onyche, idest alabastrite lapide",,,508,,,,
monardes:CX,monardes,CX,,De l'alabastre,,,749,,,,
wellmann:5.136,wellmann,5.136,,λίθος θυίτης,,,,div-1809,,,
berendes:5.153,berendes,5.153,,Thyïtesstein,Περἰ ϑυἶτον λίϑον,,549,div-2225,,,
beck:5.136,beck,5.136,,Thyites,θυίτης,,,div-824,,,
gunther:5.154,gunther,5.154,,THUITES LITHOS,,,,div-843,,,
laguna:5.136,laguna,5.136,,piedra para morteros,λίθος θυίτης,,923,div-2114,,,
"barbaro:DCCCCLXXXIX",barbaro,"DCCCCLXXXIX",,Lapis Thyites,,,0,,,,
lusitanus:113,lusitanus,113,,De thyite lapide,,,508,,,,
monardes:CXI,monardes,CXI,,De la pierre thyite,,,749,,,,
wellmann:5.137,wellmann,5.137,,Ἰουδαικὸς λίθος,,,,div-1810,,,
berendes:5.154,berendes,5.154,,Judenstein,Περἰ ἰουδαῑκοῦ λίϑον,,549,div-2226,,,
beck:5.137,beck,5.137,,Judaic stone,Ἰουδαικὸς λίθος,,,div-825,,,
gunther:5.155,gunther,5.155,,IOUDAIKOS LITHOS,,,,div-844,,,
laguna:5.137,laguna,5.137,,piedra de Judea,ἰουδαικὸς λίθος,,924,div-2116,,,
"barbaro:DCCCCXC",barbaro,"DCCCCXC",,Lapis iudaicis,,,0,,,,
lusitanus:114,lusitanus,114,,De lapide iudaico,,,509,,,,
monardes:CXII,monardes,CXII,,De la pierre iudaique,,,749,,,,
wellmann:5.138,wellmann,5.138,,λίθος ἀμίαντος,,,,div-1811,,,
berendes:5.155,berendes,5.155,,Amiantstein,Περἰ ἀμιάντον λίϑον,,550,div-2227,,,
beck:5.138,beck,5.138,,Asbestos,λίθος ἀμίαντος,,,div-826,,,
gunther:5.156,gunther,5.156,,AMIANTOS LITHOS,,,,div-845,,,
laguna:5.138,laguna,5.138,,asbesto,λίθος ἀμίαντος,,925,div-2118,,,
"barbaro:DCCCCXCI",barbaro,"DCCCCXCI",,Lapis amiantus,,,0,,,,
lusitanus:115,lusitanus,115,,De amiantho lapide,,,509,,,,
monardes:CXIII,monardes,CXIII,,De la pierre amiantus ou alum de plume,,,750,,,,
wellmann:5.139,wellmann,5.139,,λίθος σάπφειρος,,,,div-1812,,,
berendes:5.156,berendes,5.156,,Sapphir,Περἰ σαπφείρον,,550,div-2228,,,
beck:5.139,beck,5.139,,Lapis lazuli,λίθος σάπφειρος,,,div-827,,,
gunther:5.157,gunther,5.157,,SAPHEIROS LITHOS,,,,div-846,,,
laguna:5.139,laguna,5.139,,lapislázuli,λίθος σάπφειρος,,926,div-2120,,,
"barbaro:DCCCCXCII",barbaro,"DCCCCXCII",,Lapis Saphirus,,,0,,,,
lusitanus:116,lusitanus,116,,De sapphiro lapide,,,509,,,,
monardes:CXIIII,monardes,CXIIII,,Du sapphir,,,750,,,,
wellmann:5.140,wellmann,5.140,,λίθος Μεμφίτης,,,,div-1813,,,
berendes:5.157,berendes,5.157,,Memphitstein,Περἰ μεμφίτον λίϑον,,551,div-2229,,,
beck:5.140,beck,5.140,,~ Memphitic stone,λίθος Μεμφίτης,,,div-828,,,
gunther:5.158,gunther,5.158,,MEMPHITES LITHOS,,,,div-847,,,
laguna:5.140,laguna,5.140,,piedra de Menfis,λίθος μεμφίτης,,927,div-2122,,,
"barbaro:DCCCCXCIII",barbaro,"DCCCCXCIII",,Lapis Memphites,,,0,,,,
lusitanus:117,lusitanus,117,,De memphite lapide,,,510,,,,
monardes:CXV,monardes,CXV,,De la pierre memphites,,,750,,,,
wellmann:5.141,wellmann,5.141,,λίθος σεληνίτης,,,,div-1814,,,
berendes:5.158,berendes,5.158,,Selenitstein,Περἰ σεληνίτον λίϑον,,551,div-2230,,,
beck:5.141,beck,5.141,,Selenite,λίθος σεληνίτης,,,div-829,,,
gunther:5.159,gunther,5.159,,SELENITES LITHOS,,,,div-848,,,
laguna:5.141,laguna,5.141,,piedra selenita,λίθος σελενίτης,,928,div-2124,,,
"barbaro:DCCCCXCIIII",barbaro,"DCCCCXCIIII",,Lapis selenites,,,0,,,,
lusitanus:118,lusitanus,118,,De selenite : id est lunari lapide,,,510,,,,
monardes:CXVI,monardes,CXVI,,De la pierre selenite,,,751,,,,
wellmann:5.142,wellmann,5.142,,λίθος ἴασπις,,,,div-1815,,,
berendes:5.159,berendes,5.159,,Jaspisstein,Περἰ ἰάσπιδος λίϑον,,551,div-2232,,,
beck:5.142,beck,5.142,,Jasper,λίθος ἴασπις,,,div-830,,,
gunther:5.160,gunther,5.160,,IASPIS LITHOS,,,,div-849,,,
laguna:5.142,laguna,5.142,,jaspe,λίθος ἴασπις,,929,div-2127,,,
"barbaro:DCCCCXCV",barbaro,"DCCCCXCV",,Lapis iaspis,,,77,,,,
lusitanus:119,lusitanus,119,,De iaspide,,,510,,,,
monardes:CXVII,monardes,CXVII,,Du iaspe,,,751,,,,
wellmann:5.142,wellmann,5.142,,λίθος ἴασπις,,,,div-1815,,,
berendes:5.160,berendes,5.160,,Aëtitstein,Περἰ ἀετίτον λίϑον,,552,div-2233,,,
beck:5.142,beck,5.142,,Jasper,λίθος ἴασπις,,,div-830,,,
gunther:5.161,gunther,5.161,,AETITES LITHOS,,,,div-850,,,
"barbaro:DCCCCXCVI",barbaro,"DCCCCXCVI",,Lapis aetites,,,77,,,,
lusitanus:120,lusitanus,120,,De aetite : lapide aquilae dicto,,,511,,,,
monardes:CXVIII,monardes,CXVIII,,De la pierre d'aigle,,,752,,,,
wellmann:5.143,wellmann,5.143,,λίθος ὀφίτης,,,,div-1816,,,
berendes:5.161,berendes,5.161,,Schlangenstein,Περἰ ὀφίτον λίϑον,,552,div-2234,,,
beck:5.143,beck,5.143,,Serpentine,λίθος ὀφίτης,,,div-831,,,
gunther:5.162,gunther,5.162,,OPHITES LITHOS,,,,div-851,,,
laguna:5.143,laguna,5.143,,piedra serpentina,λίθος ὀφίτης,,931,div-2131,,,
"barbaro:DCCCCXCVII",barbaro,"DCCCCXCVII",,Lapis ophites,,,77,,,,
lusitanus:121,lusitanus,121,,"De ophite, id est serpentario lapide",,,511,,,,
monardes:CXIX,monardes,CXIX,,De la pierre serpentine,,,752,,,,
wellmann:5.144,wellmann,5.144,,λίθοι οἱ ἐν τοῖς σπόγγοις,,,,div-1817,,,
berendes:5.162,berendes,5.162,,Schwammsteine,Περἰ τῶν ἐν τοῑς οπόγγοις λίϑων,,553,div-2235,,,
