edition,edition_entry_id,ruel_page_scan,ruel_book,ruel_unknown_val,ruel_chapter,ruel_title_latin,ruel_folio
ruel,row1,26,Liber primus,0,Cap I,De Iri.,
ruel,row2,26,Liber primus,0,Cap II,De Acoro,
ruel,row3,27,Liber primus,3,Cap III,De Meo,3r
ruel,row4,27,Liber primus,3,Cap IIII,De Cypiro,3r
ruel,row5,27,Liber primus,3,Cap V,De Cardamomo,3r
ruel,row6,28,Liber primus,0,Cap VI,De Nardo,3v
ruel,row7,28,Liber primus,0,Cap VII,De Nardo Celtico,3v
ruel,row8,29,Liber primus,4,Cap VIII,De montano Nardo,4r
ruel,row9,29,Liber primus,4,Cap IX,De Afaro,4r
ruel,row10,29,Liber primus,4,Cap X,De Phu,4r
ruel,row11,30,Liber primus,0,Cap XI,De Malabatro,4v
ruel,row12,30,Liber primus,0,Cap XII,De Casia,4v
ruel,row13,30,Liber primus,0,Cap XIII,De Pseudocasia,4v
ruel,row14,31,Liber primus,5,Cap XIIII,De Cinnamomo,5r
ruel,row15,31,Liber primus,5,Cap XV,De pseudocinnamo,5r
ruel,row16,32,Liber primus,0,Cap XVI,De Amomo,5v
ruel,row17,32,Liber primus,0,Cap XVII,De Costo,5v
ruel,row18,33,Liber primus,6,Cap XVIII,De odorato Junco,6r
ruel,row19,33,Liber primus,6,Cap XIX,De Calamo odorato,6r
ruel,row20,33,Liber primus,6,Cap XX,De Balsamo,6r
ruel,row21,33,Liber primus,6,Cap XXI,De opobalsamo,6r
ruel,row22,34,Liber primus,0,Cap XXII,De Xylobalsamo,6v
ruel,row23,34,Liber primus,0,Cap XXIII,De aspalatho,6v
ruel,row24,35,Liber primus,7,Cap XXIIII,De musco,7r
ruel,row25,35,Liber primus,7,Cap XXV,De agallocho,7r
ruel,row26,35,Liber primus,7,Cap XXVI,De narcaphto,7r
ruel,row27,35,Liber primus,7,Cap XXVII,De Cancamo,7r
ruel,row28,35,Liber primus,7,Cap XXVIII,De Cyphi,7r
ruel,row29,36,Liber primus,0,Cap XXIX,De croco,7v
ruel,row30,36,Liber primus,0,Cap XXX,De Crocomagnate,7v
ruel,row31,37,Liber primus,8,Cap XXXI,De Helenio,8r
ruel,row32,37,Liber primus,8,Cap XXXII,De altero Helenio,8r
ruel,row33,37,Liber primus,8,Cap XXXIII,De omphacino oleo,8r
ruel,row34,38,Liber primus,0,Cap XXXIIII,De oleo sylvestris oliuae,8v
ruel,row35,38,Liber primus,0,Cap XXXV,De Sicyonio,8v
ruel,row36,38,Liber primus,0,Cap XXXVI,De strigmentis balnearum,8v
ruel,row37,38,Liber primus,0,Cap XXXVII,De Elaeomelite,8v
ruel,row38,39,Liber primus,9,Cap XXXVIII,De Cicino oleo,9r
ruel,row39,39,Liber primus,9,Cap XXXIX,De amygdalino oleo,9r
ruel,row40,39,Liber primus,9,Cap XL,De Balanino oleo,9r
ruel,row41,39,Liber primus,9,Cap XLI,De Hyosciamnio oleo,9r
ruel,row42,40,Liber primus,0,Cap XL,De oleo egrano cnidio,9v
ruel,row43,40,Liber primus,0,Cap XLIII,De cnicino oleo,9v
ruel,row44,40,Liber primus,0,Cap XLIIII,De rhaphanino,9v
ruel,row45,40,Liber primus,0,Cap XLV,De melano,9v
ruel,row46,40,Liber primus,0,Cap XLVI,De sinapino,9v
ruel,row47,40,Liber primus,0,Cap XLVII,De Myrteo oleo,9v
ruel,row48,40,Liber primus,0,Cap XLVIII,De laurino,9v
ruel,row49,41,Liber primus,10,Cap XLIX,De lentiscino,10r
ruel,row50,41,Liber primus,10,Cap L,De Mastichino oleo,10r
ruel,row51,41,Liber primus,10,Cap LI,De unguentorum ratione,10r
ruel,row52,41,Liber primus,10,Cap LII,De rosaceo,10r
ruel,row53,42,Liber primus,0,Cap LIII,De elatino,10v
ruel,row54,42,Liber primus,0,Cap LIIII,De Melino,10v
ruel,row55,42,Liber primus,0,Cap LV,De oenanthini compositione,10v
ruel,row56,42,Liber primus,0,Cap LVI,De Telini componendi ratione,10v
ruel,row57,43,Liber primus,11,Cap LVII,De sampsuchino,11r
ruel,row58,43,Liber primus,11,Cap LVIII,De Ocimini compositione,11r
ruel,row59,43,Liber primus,11,Cap LIX,De Abrotonini compositione,11r
ruel,row60,43,Liber primus,11,Cap LX,De Anethini compositione,11r
ruel,row61,44,Liber primus,0,Cap LXI,De Susini compositione,11v
ruel,row62,44,Liber primus,0,Cap LXII,De Narcissini compositione,11v
ruel,row63,45,Liber primus,12,Cap LXIII,De Crocini olei compositione,12r
ruel,row64,45,Liber primus,12,Cap LXIIII,De Cyprini pissameto et olei compositione,12r
ruel,row65,46,Liber primus,0,Cap LXV,De Irini spissamento,12v
ruel,row66,46,Liber primus,0,Cap LXVI,De Gleucini compositione,12v
ruel,row67,46,Liber primus,0,Cap LXVII,De Amaracino,12v
ruel,row68,47,Liber primus,13,Cap LXVIII,De Megalino,13r
ruel,row69,47,Liber primus,13,Cap LXIX,De Hedycroo,13r
ruel,row70,47,Liber primus,13,Cap LXX,De Metopio,13r
ruel,row71,47,Liber primus,13,Cap LXXI,De Mendesio,13r
ruel,row72,48,Liber primus,0,Cap LXXII,De Stacte,13v
ruel,row73,48,Liber primus,0,Cap LXXIII,De Cinnamomino,13v
ruel,row74,48,Liber primus,0,Cap LXXIIII,Denardino unguento,13v
ruel,row75,48,Liber primus,0,Cap LXXV,De malabathrino,13v
ruel,row76,48,Liber primus,0,Cap LXXVI,De Jasmino,13v
ruel,row77,49,Liber primus,14,Cap LXXVII,De Myrrha,14r
ruel,row78,50,Liber primus,0,Cap LXXVIII,De Boetiica myrrha,14v
ruel,row79,50,Liber primus,0,Cap LXXIX,De Styrace,14v
ruel,row80,50,Liber primus,0,Cap LXXX,De Bdelio,14v
ruel,row81,51,Liber primus,15,Cap LXXXI,De Thure,15r
ruel,row82,52,Liber primus,0,Cap LXXXII,De cortice thuris,15v
ruel,row83,52,Liber primus,0,Cap LXXXIII,De manna thuris,15v
ruel,row84,52,Liber primus,0,Cap LXXXIIII,De fuligine thuris,15v
ruel,row85,52,Liber primus,0,Cap LXXXV,De fuliginis compositione,15v
ruel,row86,52,Liber primus,0,Cap LXXXVI,De pinu et picea,15v
ruel,row87,53,Liber primus,16,Cap LXXXVII,De pineis nucibus,16r
ruel,row88,53,Liber primus,16,Cap LXXXVIII,De lentisco,16r
ruel,row89,54,Liber primus,0,Cap LXXXIX,De resina lentiscina,16v
ruel,row90,54,Liber primus,0,Cap XC,De Terebintho,16v
ruel,row91,54,Liber primus,0,Cap XCI,De liquida resina e pinu et picea,16v
ruel,row92,55,Liber primus,17,Cap XCII,De Pice liquida,17r
ruel,row93,56,Liber primus,0,Cap XCIII,De picino oleo,17v
ruel,row94,56,Liber primus,0,Cap XCIIII,De fuligine liquidae picis,17v
ruel,row95,56,Liber primus,0,Cap XCV,De Sicca pice,17v
ruel,row96,56,Liber primus,0,Cap XCVI,De zopissa,17v
ruel,row97,57,Liber primus,18,Cap XCVII,De Bitumine,18r
ruel,row98,57,Liber primus,18,Cap XCVIII,De Pissasphalto,18r
ruel,row99,57,Liber primus,18,Cap XCIX,De Naphtha,18r
ruel,row100,57,Liber primus,18,Cap C,De Cupresso,18r
ruel,row101,58,Liber primus,0,Cap CI,De Junipero parua,18v
ruel,row102,58,Liber primus,0,Cap CII,De Junipero magna,18v
ruel,row103,58,Liber primus,0,Cap CIII,De Haerba Sabina,18v
ruel,row104,58,Liber primus,0,Cap CIIII,De cedro,18v
ruel,row105,58,Liber primus,0,Cap CV,De cedria,18v
ruel,row106,59,Liber primus,19,Cap CVI,De Cedride,19r
ruel,row107,59,Liber primus,19,Cap CVII,De Lauro,19r
ruel,row108,59,Liber primus,19,Cap CVIII,De baccis lauri,19r
ruel,row109,60,Liber primus,0,Cap CIX,De platano,19v
ruel,row110,60,Liber primus,0,Cap CX,De fraxino,19v
ruel,row111,60,Liber primus,0,Cap CXI,De populo alba,19v
ruel,row112,60,Liber primus,0,Cap CXII,De macere,19v
ruel,row113,60,Liber primus,0,Cap CXIII,De ulmo,19v
ruel,row114,60,Liber primus,0,Cap CXIIII,De lignorum marcore,19v
ruel,row115,61,Liber primus,20,Cap CXV,De populo nigra,20r
ruel,row116,61,Liber primus,20,Cap CXVI,De Harundine,20r
ruel,row117,61,Liber primus,20,Cap CXVII,De papyro,20r
ruel,row118,61,Liber primus,20,Cap CXVIII,De myrica,20r
ruel,row119,62,Liber primus,0,Cap CXIX,de erica,20v
ruel,row120,62,Liber primus,0,Cap CXX,De acacalide,20v
ruel,row121,62,Liber primus,0,Cap CXXI,De Rhamno,20v
ruel,row122,62,Liber primus,0,Cap CXXII,De Halimo,20v
ruel,row123,62,Liber primus,0,Cap CXXIII,De Paliuro,20v
ruel,row124,63,Liber primus,21,Cap CXXIIII,De Acuta spina,21r
ruel,row125,63,Liber primus,21,Cap CXXV,De Rubo canis,21r
ruel,row126,63,Liber primus,21,Cap CXXVI,De ligustro,21r
ruel,row127,63,Liber primus,21,Cap CXXVII,De Tilia,21r
ruel,row128,63,Liber primus,21,Cap CXXVIII,De Cisto,21r
ruel,row129,64,Liber primus,0,Cap CXXIX,De Hypocistide,21v
ruel,row130,64,Liber primus,0,Cap CXXX,De Ladano,21v
ruel,row131,64,Liber primus,0,Cap CXXXI,De hebeno,21v
ruel,row132,65,Liber primus,22,Cap CXXXII,De rosa,22r
ruel,row133,65,Liber primus,22,Cap CXXXIII,De roseis pastillis,22r
ruel,row134,65,Liber primus,22,Cap CXXXIIII,De Lycio,22r
ruel,row135,66,Liber primus,0,Cap CXXXV,De acacia,22v
ruel,row136,67,Liber primus,23,Cap CXXXVI,De acacia altera,23r
ruel,row137,67,Liber primus,23,Cap CXXXVII,De Amurca,23r
ruel,row138,67,Liber primus,23,Cap CXXXVIII,De Vitice,23r
ruel,row139,68,Liber primus,0,Cap CXXXIX,De salice,23v
ruel,row140,68,Liber primus,0,Cap CLX,De Sylvestri olea,23v
ruel,row141,69,Liber primus,24,Cap CXLI,De colymbadibus oliuis,24r
ruel,row142,69,Liber primus,24,Cap CXLII,De oleo sylvestris oliuae,24r
ruel,row143,69,Liber primus,24,Cap CXLIII,De Lachryma aethiopicae oleae,24r
ruel,row144,69,Liber primus,24,Cap CXLIIII,De quaercu,24r
ruel,row145,69,Liber primus,24,Cap CXLV,De Glande,24r
ruel,row146,70,Liber primus,0,Cap CXLVI,De fago et ilice,24v
ruel,row147,70,Liber primus,0,Cap CXLVII,De castaneis,24v
ruel,row148,70,Liber primus,0,Cap CXLVIII,De Galla,24v
ruel,row149,70,Liber primus,0,Cap CXLIX,De Rhoe,24v
ruel,row150,71,Liber primus,25,Cap CL,De Palma,25r
ruel,row151,71,Liber primus,25,Cap CLI,De thebaicis palmis,25r
ruel,row152,71,Liber primus,25,Cap CLII,De Palma elate,25r
ruel,row153,72,Liber primus,0,Cap CLIII,De malo punico,25v
ruel,row154,72,Liber primus,0,Cap CLIIII,De Cytino id est flore punici,25v
ruel,row155,72,Liber primus,0,Cap CLV,De mali corio,25v
ruel,row156,72,Liber primus,0,Cap CLVI,De balaustio,25v
ruel,row157,72,Liber primus,0,Cap CLVII,De myrto,25v
ruel,row158,73,Liber primus,26,Cap CLVIII,De myrtidano,26r
ruel,row159,73,Liber primus,26,Cap CLIX,De Gerasiis,26r
ruel,row160,73,Liber primus,26,Cap CLX,De Siliquis,26r
ruel,row161,73,Liber primus,26,Cap CLXI,De malo,26r
ruel,row162,73,Liber primus,26,Cap CLXII,De cotoneo malo,26r
ruel,row163,74,Liber primus,0,Cap CLXIII,De malis dulcibus,26v
ruel,row164,74,Liber primus,0,Cap CLXIIII,De orbiculatis malis,26v
ruel,row165,74,Liber primus,0,Cap CLXV,De sylvestribus malis,26v
ruel,row166,74,Liber primus,0,Cap CLXVI,De persicis malis,26v
ruel,row167,74,Liber primus,0,Cap CLXVII,De praecocibus,26v
ruel,row168,74,Liber primus,0,Cap CLXVIII,De medico malo seu citreo,26v
ruel,row169,74,Liber primus,0,Cap CLXIX,De pyro,26v
ruel,row170,75,Liber primus,27,Cap CLXX,De pyrastro,27r
ruel,row171,75,Liber primus,27,Cap CLXXI,De mespilis,27r
ruel,row172,75,Liber primus,27,Cap CLXXII,De setaniis,27r
ruel,row173,75,Liber primus,27,Cap CLXXIII,De loto arbore seu saba graeca.,27r
ruel,row174,75,Liber primus,27,Cap CLXXIIII,De corno,27r
ruel,row175,75,Liber primus,27,Cap CLXXV,De sorbis,27r
ruel,row176,75,Liber primus,27,Cap CLXXVI,De prunis,27r
ruel,row177,76,Liber primus,0,Cap CLXXVII,De arbuto,27v
ruel,row178,76,Liber primus,0,Cap CLXXVIII,De amygdalis,27v
ruel,row179,76,Liber primus,0,Cap CLXXIX,De pistaciis,27v
